0.882766	0.228684	0.172304	18.012057	87.274272	106.091432	0.257396	19.421177	0.211691	3.452036	-0.406632
0.274780	0.004814	0.494015	6.302920	96.342027	111.352727	0.110641	45.753288	0.502250	4.739811	-1.231606
0.000505	0.405487	0.417879	12.741671	78.527852	102.829119	0.098077	40.624206	0.410095	1.468307	-26.830973
0.166240	0.300263	0.694905	23.682025	77.602354	88.280851	0.072601	5.362096	0.381252	2.935739	-3.228731
0.791433	0.128425	0.386857	26.708234	50.585968	195.094931	0.121061	45.300320	0.244145	3.601482	-0.181356
0.620806	0.127243	0.655061	5.750030	61.518833	191.070475	0.142991	43.844861	0.007476	2.199740	-0.678162
0.804912	0.412712	0.299399	25.676924	84.108697	94.590823	0.075994	13.580135	0.794176	2.060632	-0.526752
0.207904	0.456469	0.457208	14.744530	52.615412	71.684926	0.217137	9.257747	0.862951	5.482480	-0.582276
0.408929	0.438448	0.571808	21.570495	50.610553	84.679122	0.204029	29.406703	0.747904	3.886744	0.341872
0.501499	0.426403	0.625064	25.552743	59.898608	97.714953	0.090488	25.485969	0.828890	3.971190	0.279195
0.357900	0.072402	0.844958	28.659291	83.406937	111.146907	0.092211	3.235111	0.414579	2.082410	-0.512358
0.411852	0.004565	0.105211	24.366939	50.287234	132.614529	0.204810	17.548829	0.833137	4.513786	-0.105178
0.241253	0.235682	0.429581	5.058868	78.799246	136.798275	0.137276	29.797729	0.193147	4.232527	-3.252709
0.816016	0.239132	0.420976	14.171397	87.342238	83.005739	0.054978	24.266933	0.068947	5.614737	0.271657
0.976786	0.397733	0.708568	15.443244	89.192677	83.968434	0.015032	40.713940	0.571680	3.845650	0.105619
0.369436	0.029437	0.331824	25.931679	97.462887	76.247218	0.273986	6.611421	0.330524	1.473745	-0.123362
0.445582	0.484215	0.308331	28.946328	81.886051	76.589448	0.077763	18.260019	0.892363	2.329574	-1.152307
0.229201	0.443869	0.851740	28.477869	85.076530	143.743349	0.188956	44.489881	0.816611	1.595969	-4.241152
0.290101	0.264733	0.158863	20.069049	81.000903	146.521130	0.261270	25.309484	0.508220	1.539052	-1.321123
0.970758	0.237778	0.923228	19.058281	55.043800	113.429968	0.035046	21.796342	0.597324	5.804379	0.310472
0.440595	0.067365	0.483842	6.789887	65.262205	85.654631	0.294766	32.792369	0.807124	1.244415	0.100565
0.576552	0.198925	0.630170	21.320534	98.416175	141.961723	0.001443	14.027017	0.017263	3.040526	-1.233425
0.024497	0.042361	0.847121	12.672906	67.057432	152.786390	0.261715	21.926457	0.337050	5.465210	-21.922609
0.357685	0.269746	0.699789	26.087296	78.378396	67.129649	0.096079	43.407609	0.028958	5.842702	-0.294426
0.259966	0.005065	0.914504	28.151505	64.694299	101.248549	0.068817	2.245162	0.650130	3.582029	-0.306268
0.230857	0.361104	0.206109	23.346736	57.190778	66.231292	0.198679	39.254847	0.116112	4.553866	-1.272798
0.966289	0.183540	0.369604	26.760462	56.183815	144.161036	0.129133	13.188228	0.065805	3.846132	-0.684624
0.987437	0.419364	0.954099	16.469792	95.587826	183.793828	0.045816	0.905879	0.464581	1.887601	-1.436263
0.582579	0.353163	0.238820	19.221103	78.172915	56.560109	0.011608	46.335374	0.168464	3.821553	0.157075
0.366977	0.356096	0.827769	5.805431	73.765440	127.261656	0.273330	18.282957	0.605794	4.843211	0.329317
0.570172	0.081627	0.003054	21.341211	93.462333	114.283319	0.219500	29.605377	0.532247	1.256448	-0.407383
0.025256	0.417204	0.347844	7.860874	65.430671	179.860501	0.130952	10.561230	0.025240	5.184686	-15.488278
0.403450	0.394177	0.159166	22.157350	77.169539	165.327116	0.005767	30.240547	0.043886	3.103909	-0.761925
0.080177	0.491803	0.412216	7.956048	64.588632	173.422240	0.015282	42.644559	0.531871	4.303300	-6.552259
0.712741	0.276511	0.123994	17.348971	98.302902	130.598318	0.231891	2.587132	0.600497	5.160304	0.281049
0.445418	0.102069	0.267732	18.368419	66.041138	60.219467	0.017269	8.588612	0.938867	5.154262	0.450507
0.135121	0.258499	0.561994	22.440756	53.575294	169.895294	0.260425	8.102827	0.649585	2.381014	-4.783047
0.141295	0.149321	0.927781	7.375469	99.023865	182.311247	0.010351	24.177328	0.940112	5.914924	-0.832327
0.026701	0.065619	0.807266	14.775079	79.520758	66.114417	0.170054	28.785009	0.770885	4.767414	-8.801164
0.784609	0.282697	0.106683	17.987818	72.524971	131.552891	0.218907	18.872538	0.785971	5.445013	0.240423
