0	0.500 
0	0.600 
0	0.700 
0	0.700 
0	0.800 
0	0.700 
0	0.600 
0.1	0.600 
0	0.600 
0	0.700 
0.1	0.700 
0	0.700 
0	0.800 
0.4	0.300 
0.2	0.600 
0	0.700 
0	0.800 
0	1.500 
0	1.000 
0	1.000 
0	1.200 
0.1	0.800 
0	1.200 
0	0.900 
0	1.600 
0	0.900 
0	1.200 
0	1.500 
0	0.700 
0.2	0.400 
0	0.900 
0	1.100 
0	0.900 
0	0.700 
0	1.300 
0	1.100 
0	0.600 
0	1.200 
0	1.200 
0.3	1.200 
0	1.500 
0	1.300 
0	2.300 
0	2.400 
0	1.800 
0	1.800 
0.3	1.300 
0.6	1.200 
0	1.400 
0	2.100 
0	2.600 
0	1.300 
0	0.800 
0	1.300 
0	1.400 
0	1.900 
0	1.700 
0	1.500 
0	1.700 
0	2.300 
0	1.800 
1.1	1.200 
0.6	1.300 
0	1.700 
0	1.600 
0.4	1.300 
0	2.400 
0	2.600 
0	2.200 
0	2.700 
0	2.200 
0	3.700 
0	2.400 
0	2.400 
0	2.900 
0	3.900 
0	4.300 
0	3.700 
1.2	3.200 
0	4.000 
0	2.400 
0	3.800 
1	2.000 
0.8	0.900 
0.1	1.400 
1.8	1.100 
0.5	1.400 
0.1	2.300 
0	2.700 
2.4	3.400 
2	1.600 
1.1	2.800 
0	3.500 
0	3.300 
0	3.800 
0	3.900 
0	4.500 
0	4.200 
0	4.600 
0	3.500 
0.4	2.900 
0	5.700 
0	3.400 
0	3.500 
0	3.200 
1.2	2.100 
0.4	1.700 
0	1.800 
0	3.600 
3.2	4.000 
3.6	0.400 
1.2	4.400 
0	3.500 
0	3.900 
0	4.200 
0	5.300 
0	4.300 
3.3	0.300 
1.4	1.400 
1.1	3.500 
0	2.500 
2.2	2.200 
0	3.500 
0	7.100 
0	6.700 
0	6.300 
0	6.200 
0.2	2.900 
0	5.000 
0	6.400 
0	5.100 
2.1	3.300 
1.4	3.500 
2	1.500 
0.2	4.800 
0	6.200 
0	5.200 
1.9	3.000 
0	4.300 
0.9	4.500 
0	2.700 
0	4.300 
0	4.300 
0	5.300 
0	6.800 
5.4	3.100 
5.1	1.300 
0.2	6.200 
0	5.800 
0	5.700 
0	6.600 
0	6.600 
0.5	6.700 
0	5.200 
0	7.500 
0.6	6.300 
0.9	5.100 
0.2	7.200 
0	8.800 
0	7.700 
0	6.400 
0	7.500 
0	7.600 
8.8	2.500 
0.9	6.100 
1.4	5.600 
23.8	1.500 
0.3	3.100 
2.1	5.400 
8.9	5.600 
0	7.100 
0	6.700 
0.1	4.700 
1.8	4.700 
10.2	3.300 
9.5	5.500 
2.8	3.400 
0	5.300 
7	4.100 
0.1	2.500 
3	5.600 
0.6	4.600 
0	6.700 
14.8	3.300 
0	3.200 
8.8	2.600 
1	6.900 
0	6.100 
0.2	6.700 
7.3	7.100 
4.3	5.000 
2.6	2.300 
4.3	5.900 
0.7	2.200 
2.3	5.900 
0.2	5.900 
1.5	1.300 
1.9	4.100 
0.1	4.900 
0	5.800 
1	3.900 
15.8	4.300 
0	5.500 
2.9	3.900 
10.6	0.700 
36.8	3.300 
0.9	4.300 
0	4.000 
7.4	3.100 
21.4	1.300 
0	5.200 
0.4	3.600 
0.6	5.500 
0	5.900 
0	5.400 
0	5.800 
0.7	4.100 
17.9	5.000 
9.4	4.700 
0.7	3.500 
0	4.600 
0	4.800 
0.3	3.700 
0.5	4.200 
0.2	3.400 
0	1.900 
0	5.300 
4.4	0.600 
5.2	5.100 
0.2	3.800 
0	4.300 
0.1	4.300 
0	5.300 
0	4.400 
0	4.600 
0.1	5.100 
14.2	4.200 
2.9	4.000 
22.9	1.400 
4.5	4.600 
0	5.400 
0	5.500 
0	5.200 
0.1	4.000 
3.4	4.000 
0.6	3.700 
0	5.200 
0	4.900 
3.9	5.000 
10.6	5.400 
0.1	3.400 
1	3.000 
2.4	4.800 
0.8	1.900 
0.1	3.000 
0	3.500 
0.2	3.400 
0	3.800 
0	4.400 
0	4.100 
0	5.100 
0	5.500 
0	5.300 
0	3.200 
0	4.100 
0	4.700 
0	4.200 
0	3.300 
0	3.500 
0	3.000 
0	1.400 
0	2.600 
0	4.800 
0	3.500 
0	4.500 
0	4.100 
0	4.200 
0	1.600 
1.3	2.800 
0	3.300 
0.3	1.300 
2.8	2.400 
0	2.100 
5.5	0.000 
0	2.000 
0	2.100 
0	2.400 
0	2.400 
1.6	1.300 
0.2	2.600 
0	2.300 
0	2.600 
4.5	1.300 
5.6	1.300 
0	1.200 
0	1.200 
0	1.100 
0	1.400 
0	1.100 
0	1.400 
0	1.300 
0	1.300 
0	1.300 
0	1.500 
0	1.100 
0	1.500 
0	1.300 
0	0.900 
0	1.600 
0	2.000 
0	1.200 
2.2	0.200 
0	1.000 
0	1.000 
0	1.300 
0	1.700 
0	1.400 
0	1.300 
0	1.100 
0	1.300 
0	1.200 
0	1.100 
0	1.100 
0	1.300 
0	1.100 
0	1.200 
0	1.500 
0	1.300 
0	1.200 
0	0.900 
0	1.100 
