       E(mm)      EU(mm)      EL(mm)      ED(mm)       W(mm)      WU(mm)      WL(mm)      WD(mm)       R(mm)      RG(mm)      RS(mm)     Q(m3/d)    QS(m3/d)    QG(m3/d)
           0.128             0.000             0.128             0.000           155.125             0.000            21.356           133.770             0.000             0.000             0.000             0.212             0.000             0.212
           0.127             0.000             0.127             0.000           154.998             0.000            21.228           133.770             0.000             0.000             0.000             0.208             0.000             0.208
           0.115             0.000             0.115             0.000           154.884             0.000            21.114           133.770             0.000             0.000             0.000             0.203             0.000             0.203
           0.126             0.000             0.126             0.000           154.758             0.000            20.988           133.770             0.000             0.000             0.000             0.199             0.000             0.199
           0.148             0.000             0.148             0.000           154.610             0.000            20.841           133.770             0.000             0.000             0.000             0.196             0.000             0.196
           0.135             0.000             0.135             0.000           154.475             0.000            20.705           133.770             0.000             0.000             0.000             0.192             0.000             0.192
           0.112             0.000             0.112             0.000           154.363             0.000            20.593           133.770             0.000             0.000             0.000             0.188             0.000             0.188
           0.089             0.000             0.089             0.000           154.274             0.000            20.504           133.770             0.000             0.000             0.000             0.184             0.000             0.184
           0.111             0.000             0.111             0.000           154.163             0.000            20.393           133.770             0.000             0.000             0.000             0.181             0.000             0.181
           0.121             0.000             0.121             0.000           154.042             0.000            20.272           133.770             0.000             0.000             0.000             0.177             0.000             0.177
           0.143             0.000             0.143             0.000           153.899             0.000            20.130           133.770             0.000             0.000             0.000             0.174             0.000             0.174
           0.087             0.000             0.087             0.000           153.812             0.000            20.042           133.770             0.000             0.000             0.000             0.170             0.000             0.170
           0.054             0.000             0.054             0.000           153.758             0.000            19.988           133.770             0.000             0.000             0.000             0.167             0.000             0.167
           0.086             0.000             0.086             0.000           153.672             0.000            19.902           133.770             0.000             0.000             0.000             0.164             0.000             0.164
           0.075             0.000             0.075             0.000           153.596             0.000            19.826           133.770             0.000             0.000             0.000             0.160             0.000             0.160
           0.139             0.000             0.139             0.000           153.457             0.000            19.687           133.770             0.000             0.000             0.000             0.157             0.000             0.157
           0.138             0.000             0.138             0.000           153.319             0.000            19.549           133.770             0.000             0.000             0.000             0.154             0.000             0.154
           0.137             0.000             0.137             0.000           153.181             0.000            19.411           133.770             0.000             0.000             0.000             0.151             0.000             0.151
           0.094             0.000             0.094             0.000           153.087             0.000            19.317           133.770             0.000             0.000             0.000             0.148             0.000             0.148
           0.063             0.000             0.063             0.000           153.024             0.000            19.254           133.770             0.000             0.000             0.000             0.145             0.000             0.145
           0.094             0.000             0.094             0.000           152.930             0.000            19.160           133.770             0.000             0.000             0.000             0.142             0.000             0.142
           0.083             0.000             0.083             0.000           152.847             0.000            19.077           133.770             0.000             0.000             0.000             0.140             0.000             0.140
           0.083             0.000             0.083             0.000           152.765             0.000            18.995           133.770             0.000             0.000             0.000             0.137             0.000             0.137
           0.051             0.000             0.051             0.000           152.714             0.000            18.944           133.770             0.000             0.000             0.000             0.134             0.000             0.134
           0.082             0.000             0.082             0.000           152.632             0.000            18.862           133.770             0.000             0.000             0.000             0.132             0.000             0.132
           0.122             0.000             0.122             0.000           152.509             0.000            18.739           133.770             0.000             0.000             0.000             0.129             0.000             0.129
           0.101             0.000             0.101             0.000           152.408             0.000            18.638           133.770             0.000             0.000             0.000             0.126             0.000             0.126
           0.101             0.000             0.101             0.000           152.307             0.000            18.537           133.770             0.000             0.000             0.000             0.124             0.000             0.124
           0.038             0.038             0.000             0.000           152.592             0.285            18.537           133.770             0.277             0.109             0.168             0.150             0.025             0.125
           0.151             0.151             0.000             0.000           152.668             0.361            18.537           133.770             0.074             0.029             0.045             0.161             0.037             0.123
           0.113             0.113             0.000             0.000           152.555             0.248            18.537           133.770             0.000             0.000             0.000             0.149             0.028             0.121
           0.282             0.248             0.034             0.000           152.273             0.000            18.503           133.770             0.000             0.000             0.000             0.137             0.018             0.118
           0.090             0.000             0.090             0.000           152.183             0.000            18.413           133.770             0.000             0.000             0.000             0.128             0.012             0.116
           0.100             0.000             0.100             0.000           152.083             0.000            18.313           133.770             0.000             0.000             0.000             0.121             0.008             0.114
           0.040             0.000             0.040             0.000           152.044             0.000            18.274           133.770             0.000             0.000             0.000             0.117             0.005             0.112
           0.079             0.000             0.079             0.000           151.965             0.000            18.195           133.770             0.000             0.000             0.000             0.113             0.003             0.109
           0.069             0.000             0.069             0.000           151.896             0.000            18.126           133.770             0.000             0.000             0.000             0.109             0.001             0.107
           0.108             0.000             0.108             0.000           151.788             0.000            18.018           133.770             0.000             0.000             0.000             0.105             0.000             0.105
           0.038             0.038             0.000             0.000           152.176             0.388            18.018           133.770             0.374             0.148             0.227             0.142             0.034             0.108
           0.264             0.264             0.000             0.000           151.912             0.124            18.018           133.770             0.000             0.000             0.000             0.147             0.042             0.105
           0.180             0.124             0.056             0.000           151.732             0.000            17.962           133.770             0.000             0.000             0.000             0.130             0.027             0.103
           0.029             0.000             0.029             0.000           151.703             0.000            17.933           133.770             0.000             0.000             0.000             0.119             0.017             0.101
           0.039             0.000             0.039             0.000           151.664             0.000            17.895           133.770             0.000             0.000             0.000             0.111             0.011             0.099
           0.068             0.000             0.068             0.000           151.597             0.000            17.827           133.770             0.000             0.000             0.000             0.105             0.007             0.097
           0.067             0.000             0.067             0.000           151.529             0.000            17.759           133.770             0.000             0.000             0.000             0.100             0.005             0.096
           0.096             0.000             0.096             0.000           151.433             0.000            17.663           133.770             0.000             0.000             0.000             0.097             0.003             0.094
           0.048             0.000             0.048             0.000           151.385             0.000            17.616           133.770             0.000             0.000             0.000             0.093             0.001             0.092
           0.086             0.000             0.086             0.000           151.300             0.000            17.530           133.770             0.000             0.000             0.000             0.090             0.000             0.090
           0.132             0.100             0.032             0.000           151.268             0.000            17.498           133.770             0.000             0.000             0.000             0.088             0.000             0.088
           0.047             0.000             0.047             0.000           151.221             0.000            17.451           133.770             0.000             0.000             0.000             0.086             0.000             0.086
           0.057             0.000             0.057             0.000           151.164             0.000            17.394           133.770             0.000             0.000             0.000             0.085             0.000             0.085
           0.113             0.100             0.013             0.000           151.151             0.000            17.382           133.770             0.000             0.000             0.000             0.083             0.000             0.083
           0.047             0.000             0.047             0.000           151.104             0.000            17.335           133.770             0.000             0.000             0.000             0.082             0.000             0.082
           0.056             0.000             0.056             0.000           151.048             0.000            17.278           133.770             0.000             0.000             0.000             0.080             0.000             0.080
           0.056             0.000             0.056             0.000           150.992             0.000            17.222           133.770             0.000             0.000             0.000             0.078             0.000             0.078
           0.149             0.000             0.149             0.000           150.843             0.000            17.073           133.770             0.000             0.000             0.000             0.077             0.000             0.077
           0.129             0.000             0.129             0.000           150.714             0.000            16.944           133.770             0.000             0.000             0.000             0.075             0.000             0.075
           0.055             0.000             0.055             0.000           150.659             0.000            16.889           133.770             0.000             0.000             0.000             0.074             0.000             0.074
           0.046             0.000             0.046             0.000           150.613             0.000            16.843           133.770             0.000             0.000             0.000             0.072             0.000             0.072
           0.140             0.100             0.040             0.000           150.574             0.000            16.804           133.770             0.000             0.000             0.000             0.071             0.000             0.071
           0.091             0.000             0.091             0.000           150.483             0.000            16.713           133.770             0.000             0.000             0.000             0.070             0.000             0.070
           0.090             0.000             0.090             0.000           150.392             0.000            16.622           133.770             0.000             0.000             0.000             0.068             0.000             0.068
           0.090             0.000             0.090             0.000           150.303             0.000            16.533           133.770             0.000             0.000             0.000             0.067             0.000             0.067
           0.116             0.000             0.116             0.000           150.186             0.000            16.416           133.770             0.000             0.000             0.000             0.066             0.000             0.066
           0.071             0.000             0.071             0.000           150.115             0.000            16.345           133.770             0.000             0.000             0.000             0.064             0.000             0.064
           0.150             0.000             0.150             0.000           149.965             0.000            16.195           133.770             0.000             0.000             0.000             0.063             0.000             0.063
           0.088             0.000             0.088             0.000           149.877             0.000            16.107           133.770             0.000             0.000             0.000             0.062             0.000             0.062
           0.105             0.000             0.105             0.000           149.773             0.000            16.003           133.770             0.000             0.000             0.000             0.061             0.000             0.061
           0.113             0.000             0.113             0.000           149.660             0.000            15.890           133.770             0.000             0.000             0.000             0.059             0.000             0.059
           0.129             0.000             0.129             0.000           149.532             0.000            15.762           133.770             0.000             0.000             0.000             0.058             0.000             0.058
           0.060             0.000             0.060             0.000           149.472             0.000            15.702           133.770             0.000             0.000             0.000             0.057             0.000             0.057
           0.136             0.000             0.136             0.000           149.336             0.000            15.566           133.770             0.000             0.000             0.000             0.056             0.000             0.056
           0.231             0.200             0.031             0.000           149.305             0.000            15.535           133.770             0.000             0.000             0.000             0.055             0.000             0.055
           0.076             0.000             0.076             0.000           149.229             0.000            15.459           133.770             0.000             0.000             0.000             0.054             0.000             0.054
           0.109             0.000             0.109             0.000           149.121             0.000            15.351           133.770             0.000             0.000             0.000             0.053             0.000             0.053
           0.108             0.000             0.108             0.000           149.013             0.000            15.243           133.770             0.000             0.000             0.000             0.052             0.000             0.052
           0.099             0.000             0.099             0.000           148.914             0.000            15.144           133.770             0.000             0.000             0.000             0.051             0.000             0.051
           0.123             0.000             0.123             0.000           148.791             0.000            15.021           133.770             0.000             0.000             0.000             0.050             0.000             0.050
           0.143             0.100             0.043             0.000           148.748             0.000            14.978           133.770             0.000             0.000             0.000             0.049             0.000             0.049
           0.121             0.000             0.121             0.000           148.626             0.000            14.856           133.770             0.000             0.000             0.000             0.048             0.000             0.048
           0.104             0.000             0.104             0.000           148.522             0.000            14.752           133.770             0.000             0.000             0.000             0.047             0.000             0.047
           0.112             0.000             0.112             0.000           148.410             0.000            14.640           133.770             0.000             0.000             0.000             0.046             0.000             0.046
           0.166             0.000             0.166             0.000           148.244             0.000            14.474           133.770             0.000             0.000             0.000             0.045             0.000             0.045
           0.172             0.000             0.172             0.000           148.072             0.000            14.302           133.770             0.000             0.000             0.000             0.044             0.000             0.044
           0.170             0.000             0.170             0.000           147.901             0.000            14.131           133.770             0.000             0.000             0.000             0.043             0.000             0.043
           0.168             0.000             0.168             0.000           147.733             0.000            13.963           133.770             0.000             0.000             0.000             0.042             0.000             0.042
           0.148             0.100             0.048             0.000           147.685             0.000            13.915           133.770             0.000             0.000             0.000             0.042             0.000             0.042
           0.205             0.200             0.005             0.000           147.680             0.000            13.910           133.770             0.000             0.000             0.000             0.041             0.000             0.041
           0.105             0.000             0.105             0.000           147.575             0.000            13.805           133.770             0.000             0.000             0.000             0.040             0.000             0.040
           0.142             0.000             0.142             0.000           147.433             0.000            13.663           133.770             0.000             0.000             0.000             0.039             0.000             0.039
           0.192             0.000             0.192             0.000           147.241             0.000            13.471           133.770             0.000             0.000             0.000             0.038             0.000             0.038
           0.219             0.000             0.219             0.000           147.022             0.000            13.252           133.770             0.000             0.000             0.000             0.038             0.000             0.038
           0.158             0.000             0.158             0.000           146.865             0.000            13.095           133.770             0.000             0.000             0.000             0.037             0.000             0.037
           0.262             0.200             0.062             0.000           146.803             0.000            13.033           133.770             0.000             0.000             0.000             0.036             0.000             0.036
           0.152             0.100             0.052             0.000           146.751             0.000            12.981           133.770             0.000             0.000             0.000             0.035             0.000             0.035
           0.176             0.000             0.176             0.000           146.576             0.000            12.806           133.770             0.000             0.000             0.000             0.035             0.000             0.035
           0.414             0.414             0.000             0.000           147.092             0.516            12.806           133.770             0.470             0.191             0.279             0.084             0.044             0.040
           0.602             0.602             0.000             0.000           147.404             0.828            12.806           133.770             0.286             0.116             0.170             0.123             0.081             0.042
           0.678             0.678             0.000             0.000           146.826             0.250            12.806           133.770             0.000             0.000             0.000             0.109             0.067             0.041
           0.370             0.250             0.120             0.000           146.456             0.000            12.686           133.770             0.000             0.000             0.000             0.084             0.044             0.040
           0.261             0.000             0.261             0.000           146.195             0.000            12.425           133.770             0.000             0.000             0.000             0.068             0.028             0.040
           0.217             0.100             0.117             0.000           146.079             0.000            12.309           133.770             0.000             0.000             0.000             0.057             0.018             0.039
           0.298             0.200             0.098             0.000           145.981             0.000            12.211           133.770             0.000             0.000             0.000             0.050             0.012             0.038
           0.172             0.000             0.172             0.000           145.809             0.000            12.039           133.770             0.000             0.000             0.000             0.045             0.008             0.037
           0.215             0.000             0.215             0.000           145.594             0.000            11.824           133.770             0.000             0.000             0.000             0.041             0.004             0.037
           0.281             0.000             0.281             0.000           145.313             0.000            11.543           133.770             0.000             0.000             0.000             0.037             0.001             0.036
           0.218             0.000             0.218             0.000           145.094             0.000            11.324           133.770             0.000             0.000             0.000             0.035             0.000             0.035
           0.135             0.000             0.135             0.000           144.960             0.000            11.190           133.770             0.000             0.000             0.000             0.035             0.000             0.035
           0.828             0.828             0.000             0.000           147.047             2.087            11.190           133.770             1.884             0.769             1.115             0.234             0.178             0.056
           1.506             1.506             0.000             0.000           145.541             0.582            11.190           133.770             0.000             0.000             0.000             0.271             0.216             0.055
           0.676             0.582             0.094             0.000           144.866             0.000            11.096           133.770             0.000             0.000             0.000             0.194             0.140             0.054
           0.288             0.200             0.088             0.000           144.777             0.000            11.008           133.770             0.000             0.000             0.000             0.143             0.091             0.053
           0.151             0.151             0.000             0.000           145.806             1.028            11.008           133.770             0.921             0.378             0.544             0.208             0.146             0.062
           0.376             0.376             0.000             0.000           146.134             1.356            11.008           133.770             0.296             0.121             0.175             0.237             0.172             0.064
           1.017             1.017             0.000             0.000           145.117             0.340            11.008           133.770             0.000             0.000             0.000             0.191             0.127             0.063
           0.678             0.678             0.000             0.000           145.972             1.194            11.008           133.770             0.768             0.314             0.453             0.226             0.155             0.071
           1.054             1.054             0.000             0.000           144.918             0.140            11.008           133.770             0.000             0.000             0.000             0.207             0.138             0.069
           0.249             0.140             0.109             0.000           144.669             0.000            10.899           133.770             0.000             0.000             0.000             0.153             0.085             0.068
           0.124             0.000             0.124             0.000           144.545             0.000            10.775           133.770             0.000             0.000             0.000             0.122             0.055             0.067
           0.210             0.000             0.210             0.000           144.335             0.000            10.565           133.770             0.000             0.000             0.000             0.101             0.036             0.065
           0.206             0.000             0.206             0.000           144.129             0.000            10.360           133.770             0.000             0.000             0.000             0.085             0.021             0.064
           0.263             0.000             0.263             0.000           143.866             0.000            10.096           133.770             0.000             0.000             0.000             0.074             0.011             0.063
           0.126             0.000             0.126             0.000           143.741             0.000             9.971           133.770             0.000             0.000             0.000             0.068             0.007             0.062
           0.183             0.000             0.183             0.000           143.557             0.000             9.787           133.770             0.000             0.000             0.000             0.063             0.002             0.060
           0.243             0.000             0.243             0.000           143.314             0.000             9.544           133.770             0.000             0.000             0.000             0.059             0.000             0.059
           0.227             0.000             0.227             0.000           143.087             0.000             9.317           133.770             0.000             0.000             0.000             0.058             0.000             0.058
           0.212             0.000             0.212             0.000           142.875             0.000             9.105           133.770             0.000             0.000             0.000             0.057             0.000             0.057
           0.286             0.000             0.286             0.000           142.590             0.000             8.820           133.770             0.000             0.000             0.000             0.056             0.000             0.056
           0.153             0.000             0.153             0.000           142.437             0.000             8.667           133.770             0.000             0.000             0.000             0.055             0.000             0.055
           0.452             0.452             0.000             0.000           142.516             0.079             8.667           133.770             0.069             0.029             0.040             0.061             0.007             0.054
           0.504             0.479             0.025             0.000           142.412             0.000             8.642           133.770             0.000             0.000             0.000             0.061             0.008             0.053
           0.275             0.100             0.175             0.000           142.238             0.000             8.468           133.770             0.000             0.000             0.000             0.058             0.005             0.052
           0.215             0.000             0.215             0.000           142.022             0.000             8.253           133.770             0.000             0.000             0.000             0.055             0.003             0.051
           1.167             1.167             0.000             0.000           143.056             1.034             8.253           133.770             0.899             0.374             0.525             0.150             0.089             0.061
           0.000             0.000             0.000             0.000           144.015             1.992             8.253           133.770             0.842             0.349             0.493             0.257             0.188             0.069
           0.904             0.904             0.000             0.000           143.911             1.889             8.253           133.770             0.000             0.000             0.000             0.235             0.167             0.068
           0.828             0.828             0.000             0.000           143.083             1.060             8.253           133.770             0.000             0.000             0.000             0.175             0.108             0.066
           0.791             0.791             0.000             0.000           142.492             0.470             8.253           133.770             0.000             0.000             0.000             0.135             0.070             0.065
           0.587             0.570             0.017             0.000           142.005             0.000             8.235           133.770             0.000             0.000             0.000             0.109             0.045             0.064
           0.452             0.452             0.000             0.000           142.138             0.133             8.235           133.770             0.115             0.048             0.067             0.104             0.040             0.064
           0.247             0.133             0.113             0.000           141.892             0.000             8.122           133.770             0.000             0.000             0.000             0.095             0.032             0.063
           0.211             0.000             0.211             0.000           141.681             0.000             7.911           133.770             0.000             0.000             0.000             0.080             0.019             0.061
           0.227             0.000             0.227             0.000           141.454             0.000             7.684           133.770             0.000             0.000             0.000             0.069             0.008             0.060
           0.170             0.000             0.170             0.000           141.284             0.000             7.514           133.770             0.000             0.000             0.000             0.063             0.004             0.059
           0.179             0.000             0.179             0.000           141.105             0.000             7.335           133.770             0.000             0.000             0.000             0.060             0.002             0.058
           0.206             0.000             0.206             0.000           140.899             0.000             7.129           133.770             0.000             0.000             0.000             0.058             0.002             0.057
           0.740             0.700             0.040             0.000           140.859             0.000             7.089           133.770             0.000             0.000             0.000             0.057             0.001             0.056
           0.199             0.000             0.199             0.000           140.659             0.000             6.889           133.770             0.000             0.000             0.000             0.055             0.000             0.054
           0.301             0.301             0.000             0.000           141.682             1.023             6.889           133.770             0.876             0.368             0.508             0.149             0.085             0.063
           1.048             1.023             0.025             0.000           140.634             0.000             6.864           133.770             0.000             0.000             0.000             0.166             0.103             0.062
           0.063             0.000             0.063             0.000           140.571             0.000             6.801           133.770             0.000             0.000             0.000             0.128             0.067             0.061
           0.182             0.100             0.082             0.000           140.489             0.000             6.719           133.770             0.000             0.000             0.000             0.103             0.043             0.060
           0.414             0.414             0.000             0.000           141.505             1.017             6.719           133.770             0.869             0.365             0.504             0.181             0.113             0.068
           1.143             1.117             0.027             0.000           140.462             0.000             6.692           133.770             0.000             0.000             0.000             0.188             0.121             0.067
           0.715             0.715             0.000             0.000           141.747             1.285             6.692           133.770             1.100             0.462             0.638             0.264             0.185             0.078
           1.302             1.285             0.018             0.000           140.444             0.000             6.674           133.770             0.000             0.000             0.000             0.257             0.181             0.077
           0.180             0.000             0.180             0.000           140.264             0.000             6.494           133.770             0.000             0.000             0.000             0.190             0.115             0.075
           0.176             0.000             0.176             0.000           140.088             0.000             6.318           133.770             0.000             0.000             0.000             0.146             0.073             0.074
           0.362             0.300             0.062             0.000           140.027             0.000             6.257           133.770             0.000             0.000             0.000             0.119             0.047             0.072
           0.189             0.000             0.189             0.000           139.837             0.000             6.067           133.770             0.000             0.000             0.000             0.101             0.030             0.071
           0.197             0.000             0.197             0.000           139.640             0.000             5.870           133.770             0.000             0.000             0.000             0.087             0.018             0.070
           0.213             0.000             0.213             0.000           139.428             0.000             5.658           133.770             0.000             0.000             0.000             0.078             0.010             0.068
           0.220             0.000             0.220             0.000           139.207             0.000             5.437           133.770             0.000             0.000             0.000             0.070             0.004             0.067
           0.239             0.100             0.139             0.000           139.068             0.000             5.298           133.770             0.000             0.000             0.000             0.066             0.000             0.066
           1.417             1.400             0.017             0.000           139.051             0.000             5.282           133.770             0.000             0.000             0.000             0.064             0.000             0.064
           0.180             0.000             0.180             0.000           138.872             0.000             5.102           133.770             0.000             0.000             0.000             0.063             0.000             0.063
           0.229             0.000             0.229             0.000           138.643             0.000             4.873           133.770             0.000             0.000             0.000             0.062             0.000             0.062
           0.177             0.000             0.177             0.000           138.466             0.000             4.696           133.770             0.000             0.000             0.000             0.061             0.000             0.061
           0.185             0.000             0.185             0.000           138.281             0.000             4.511           133.770             0.000             0.000             0.000             0.059             0.000             0.059
           0.549             0.300             0.249             0.000           138.032             0.000             4.262           133.770             0.000             0.000             0.000             0.058             0.000             0.058
           0.765             0.700             0.065             0.000           137.966             0.000             4.196           133.770             0.000             0.000             0.000             0.057             0.000             0.057
           0.452             0.452             0.000             0.000           140.439             2.473             4.196           133.770             2.075             0.881             1.194             0.284             0.204             0.079
           1.657             1.657             0.000             0.000           138.783             0.817             4.196           133.770             0.000             0.000             0.000             0.326             0.248             0.078
           0.865             0.817             0.048             0.000           137.918             0.000             4.148           133.770             0.000             0.000             0.000             0.237             0.161             0.076
           0.101             0.000             0.101             0.000           137.817             0.000             4.047           133.770             0.000             0.000             0.000             0.179             0.104             0.075
           0.828             0.828             0.000             0.000           138.621             0.804             4.047           133.770             0.668             0.285             0.383             0.214             0.133             0.081
           1.920             1.920             0.000             0.000           138.101             0.284             4.047           133.770             0.000             0.000             0.000             0.203             0.124             0.079
           0.383             0.284             0.099             0.000           137.717             0.000             3.948           133.770             0.000             0.000             0.000             0.158             0.080             0.078
           0.090             0.000             0.090             0.000           137.628             0.000             3.858           133.770             0.000             0.000             0.000             0.128             0.052             0.076
           0.339             0.339             0.000             0.000           140.868             3.241             3.858           133.770             2.720             1.154             1.566             0.402             0.296             0.105
