       E(mm)      EU(mm)      EL(mm)      ED(mm)       W(mm)      WU(mm)      WL(mm)      WD(mm)       R(mm)      RG(mm)      RS(mm)     Q(m3/d)    QS(m3/d)    QG(m3/d)
           0.054             0.000             0.054             0.000           131.962             0.000             0.666           131.296             0.000             0.000             0.000             0.040             0.000             0.040
           0.032             0.000             0.032             0.000           131.930             0.000             0.634           131.296             0.000             0.000             0.000             0.040             0.000             0.040
           0.913             0.900             0.013             0.000           131.917             0.000             0.621           131.296             0.000             0.000             0.000             0.039             0.000             0.039
           0.729             0.700             0.029             0.000           131.888             0.000             0.592           131.296             0.000             0.000             0.000             0.038             0.000             0.038
           0.029             0.000             0.029             0.000           131.859             0.000             0.563           131.296             0.000             0.000             0.000             0.037             0.000             0.037
           0.941             0.941             0.000             0.000           133.963             2.104             0.563           131.296             1.655             0.728             0.927             0.224             0.169             0.055
           2.334             2.334             0.000             0.000           132.029             0.170             0.563           131.296             0.000             0.000             0.000             0.259             0.205             0.054
           0.213             0.170             0.043             0.000           131.816             0.000             0.520           131.296             0.000             0.000             0.000             0.185             0.133             0.053
           0.052             0.000             0.052             0.000           131.764             0.000             0.468           131.296             0.000             0.000             0.000             0.137             0.086             0.052
           0.052             0.000             0.052             0.000           131.712             0.000             0.416           131.296             0.000             0.000             0.000             0.106             0.056             0.051
           0.058             0.000             0.058             0.000           131.654             0.000             0.358           131.296             0.000             0.000             0.000             0.086             0.036             0.050
           0.045             0.000             0.045             0.000           131.608             0.000             0.312           131.296             0.000             0.000             0.000             0.072             0.023             0.049
           1.506             1.506             0.000             0.000           138.261             6.653             0.312           131.296             5.341             2.323             3.019             0.660             0.554             0.107
           1.205             1.205             0.000             0.000           137.156             5.548             0.312           131.296             0.000             0.000             0.000             0.764             0.659             0.105
           1.769             1.769             0.000             0.000           137.393             5.784             0.312           131.296             0.194             0.083             0.111             0.548             0.443             0.105
           0.075             0.075             0.000             0.000           144.204            12.595             0.312           131.296             5.814             2.445             3.369             1.033             0.864             0.169
           2.673             2.673             0.000             0.000           141.731            10.122             0.312           131.296             0.000             0.000             0.000             1.046             0.881             0.166
           2.748             2.748             0.000             0.000           138.982             7.374             0.312           131.296             0.000             0.000             0.000             0.733             0.570             0.162
           2.974             2.974             0.000             0.000           136.008             4.400             0.312           131.296             0.000             0.000             0.000             0.528             0.369             0.159
           0.941             0.941             0.000             0.000           138.510             6.901             0.312           131.296             2.057             0.883             1.174             0.623             0.444             0.179
           1.092             1.092             0.000             0.000           138.218             6.610             0.312           131.296             0.000             0.000             0.000             0.566             0.390             0.176
           2.334             2.334             0.000             0.000           138.527             6.918             0.312           131.296             0.257             0.110             0.147             0.441             0.266             0.175
           2.937             2.937             0.000             0.000           135.590             3.982             0.312           131.296             0.000             0.000             0.000             0.358             0.186             0.172
           3.351             3.351             0.000             0.000           132.240             0.631             0.312           131.296             0.000             0.000             0.000             0.275             0.107             0.168
           0.675             0.631             0.044             0.000           131.564             0.000             0.268           131.296             0.000             0.000             0.000             0.222             0.057             0.165
           1.581             1.581             0.000             0.000           131.800             0.236             0.268           131.296             0.183             0.081             0.102             0.219             0.055             0.164
           0.661             0.636             0.025             0.000           131.539             0.000             0.243           131.296             0.000             0.000             0.000             0.207             0.047             0.161
           0.033             0.000             0.033             0.000           131.506             0.000             0.210           131.296             0.000             0.000             0.000             0.183             0.025             0.157
           1.206             1.200             0.006             0.000           131.500             0.000             0.204           131.296             0.000             0.000             0.000             0.166             0.012             0.154
           0.041             0.000             0.041             0.000           131.459             0.000             0.163           131.296             0.000             0.000             0.000             0.158             0.007             0.151
           0.055             0.000             0.055             0.000           131.404             0.000             0.108           131.296             0.000             0.000             0.000             0.152             0.004             0.148
           0.226             0.200             0.026             0.000           131.378             0.000             0.082           131.296             0.000             0.000             0.000             0.148             0.003             0.145
           0.048             0.000             0.048             0.000           131.330             0.000             0.034           131.296             0.000             0.000             0.000             0.144             0.002             0.143
           0.050             0.000             0.034             0.016           131.280             0.000             0.000           131.280             0.000             0.000             0.000             0.140             0.001             0.140
           0.134             0.100             0.000             0.034           131.246             0.000             0.000           131.246             0.000             0.000             0.000             0.137             0.000             0.137
           0.037             0.000             0.000             0.037           131.209             0.000             0.000           131.209             0.000             0.000             0.000             0.134             0.000             0.134
           0.043             0.000             0.000             0.043           131.166             0.000             0.000           131.166             0.000             0.000             0.000             0.132             0.000             0.132
           0.144             0.100             0.000             0.044           131.122             0.000             0.000           131.122             0.000             0.000             0.000             0.129             0.000             0.129
           0.047             0.000             0.000             0.047           131.075             0.000             0.000           131.075             0.000             0.000             0.000             0.127             0.000             0.127
           2.372             2.372             0.000             0.000           131.655             0.580             0.000           131.075             0.449             0.199             0.250             0.175             0.046             0.129
           2.937             2.937             0.000             0.000           132.981             1.906             0.000           131.075             1.037             0.458             0.579             0.300             0.162             0.138
           1.995             1.995             0.000             0.000           137.032             5.957             0.000           131.075             3.254             1.415             1.839             0.664             0.493             0.171
           2.334             2.334             0.000             0.000           139.959             8.884             0.000           131.075             2.438             1.039             1.399             0.941             0.746             0.195
           1.129             1.129             0.000             0.000           147.650            16.575             0.000           131.075             6.780             2.802             3.978             1.539             1.269             0.270
           1.845             1.845             0.000             0.000           149.028            17.953             0.000           131.075             1.277             0.514             0.763             1.588             1.309             0.279
           1.882             1.882             0.000             0.000           154.387            20.048             3.264           131.075             5.159             2.037             3.122             1.722             1.387             0.335
           1.205             1.205             0.000             0.000           156.231            20.048             5.108           131.075             1.851             0.716             1.135             1.682             1.332             0.351
           2.673             2.673             0.000             0.000           156.988            20.048             5.864           131.075             0.771             0.296             0.475             1.377             1.024             0.353
           2.108             2.108             0.000             0.000           157.230            20.048             6.107           131.075             0.249             0.095             0.154             1.069             0.720             0.349
           2.635             2.635             0.000             0.000           154.995            17.813             6.107           131.075             0.000             0.000             0.000             0.811             0.469             0.342
           3.162             3.162             0.000             0.000           151.833            14.650             6.107           131.075             0.000             0.000             0.000             0.626             0.290             0.336
           1.506             1.506             0.000             0.000           154.859            17.676             6.107           131.075             2.968             1.161             1.807             0.801             0.436             0.365
           2.108             2.108             0.000             0.000           153.950            16.768             6.107           131.075             0.000             0.000             0.000             0.775             0.418             0.357
           2.033             2.033             0.000             0.000           154.937            17.755             6.107           131.075             0.980             0.381             0.599             0.707             0.345             0.362
           2.071             2.071             0.000             0.000           152.866            15.684             6.107           131.075             0.000             0.000             0.000             0.614             0.259             0.355
           2.673             2.673             0.000             0.000           150.193            13.011             6.107           131.075             0.000             0.000             0.000             0.510             0.162             0.348
           3.614             3.614             0.000             0.000           146.579             9.397             6.107           131.075             0.000             0.000             0.000             0.444             0.103             0.341
           2.447             2.447             0.000             0.000           146.032             8.850             6.107           131.075             0.000             0.000             0.000             0.401             0.066             0.335
           0.753             0.753             0.000             0.000           150.830            13.647             6.107           131.075             4.449             1.791             2.659             0.838             0.458             0.380
           1.054             1.054             0.000             0.000           150.956            13.773             6.107           131.075             0.120             0.048             0.072             0.911             0.536             0.374
           0.339             0.339             0.000             0.000           164.357            20.048            13.234           131.075            13.860             6.936             6.924             2.458             1.956             0.503
           1.995             1.995             0.000             0.000           163.862            19.553            13.234           131.075             0.000             0.000             0.000             2.668             2.175             0.493
           1.920             1.920             0.000             0.000           167.125            20.048            16.001           131.075             3.717             1.352             2.365             2.249             1.720             0.530
           1.958             1.958             0.000             0.000           167.606            20.048            16.482           131.075             0.561             0.202             0.360             1.864             1.338             0.526
           1.920             1.920             0.000             0.000           165.686            18.128            16.482           131.075             0.000             0.000             0.000             1.409             0.893             0.516
           2.108             2.108             0.000             0.000           163.577            16.020            16.482           131.075             0.000             0.000             0.000             1.084             0.578             0.506
           2.297             2.297             0.000             0.000           161.281            13.723            16.482           131.075             0.000             0.000             0.000             0.860             0.364             0.496
           2.184             2.184             0.000             0.000           159.097            11.540            16.482           131.075             0.000             0.000             0.000             0.713             0.226             0.486
           2.259             2.259             0.000             0.000           156.838             9.281            16.482           131.075             0.000             0.000             0.000             0.585             0.108             0.477
           1.431             1.431             0.000             0.000           155.808             8.250            16.482           131.075             0.000             0.000             0.000             0.502             0.034             0.467
           0.640             0.640             0.000             0.000           156.978             9.420            16.482           131.075             1.190             0.457             0.733             0.593             0.121             0.472
           1.506             1.506             0.000             0.000           162.320            14.763            16.482           131.075             5.652             2.129             3.523             1.156             0.624             0.532
           1.769             1.769             0.000             0.000           160.951            13.393            16.482           131.075             0.000             0.000             0.000             1.204             0.682             0.522
           1.581             1.581             0.000             0.000           161.056            13.499            16.482           131.075             0.113             0.042             0.071             0.965             0.452             0.513
           2.221             2.221             0.000             0.000           159.635            12.077            16.482           131.075             0.000             0.000             0.000             0.801             0.298             0.503
           2.033             2.033             0.000             0.000           158.102            10.544            16.482           131.075             0.000             0.000             0.000             0.686             0.193             0.493
           2.221             2.221             0.000             0.000           158.337            10.779            16.482           131.075             0.244             0.093             0.151             0.633             0.146             0.486
           1.958             1.958             0.000             0.000           156.379             8.822            16.482           131.075             0.000             0.000             0.000             0.584             0.107             0.477
           1.619             1.619             0.000             0.000           154.760             7.203            16.482           131.075             0.000             0.000             0.000             0.534             0.067             0.467
           2.259             2.259             0.000             0.000           152.501             4.944            16.482           131.075             0.000             0.000             0.000             0.487             0.029             0.458
           2.184             2.184             0.000             0.000           150.318             2.760            16.482           131.075             0.000             0.000             0.000             0.457             0.008             0.449
           1.318             1.318             0.000             0.000           149.200             1.642            16.482           131.075             0.000             0.000             0.000             0.445             0.005             0.440
           1.708             1.642             0.066             0.000           147.492             0.000            16.417           131.075             0.000             0.000             0.000             0.435             0.003             0.432
           0.826             0.500             0.326             0.000           147.166             0.000            16.091           131.075             0.000             0.000             0.000             0.425             0.002             0.423
           0.505             0.000             0.505             0.000           146.661             0.000            15.586           131.075             0.000             0.000             0.000             0.416             0.001             0.415
           0.904             0.904             0.000             0.000           147.130             0.469            15.586           131.075             0.427             0.174             0.254             0.452             0.040             0.412
           2.259             2.259             0.000             0.000           149.281             2.620            15.586           131.075             1.990             0.802             1.188             0.662             0.235             0.427
           2.372             2.372             0.000             0.000           146.909             0.248            15.586           131.075             0.000             0.000             0.000             0.676             0.257             0.419
           0.564             0.248             0.315             0.000           146.346             0.000            15.271           131.075             0.000             0.000             0.000             0.577             0.167             0.410
           1.732             1.732             0.000             0.000           147.167             0.821            15.271           131.075             0.747             0.304             0.444             0.589             0.178             0.411
           2.033             2.033             0.000             0.000           147.134             0.788            15.271           131.075             0.000             0.000             0.000             0.558             0.155             0.403
           1.355             1.355             0.000             0.000           148.199             1.853            15.271           131.075             0.979             0.396             0.583             0.599             0.192             0.407
           1.619             1.619             0.000             0.000           153.514             7.168            15.271           131.075             5.066             2.010             3.056             1.101             0.643             0.459
           2.297             2.297             0.000             0.000           151.217             4.871            15.271           131.075             0.000             0.000             0.000             1.129             0.679             0.450
           3.050             3.050             0.000             0.000           157.416            11.071            15.271           131.075             6.151             2.392             3.760             1.503             0.989             0.515
           2.184             2.184             0.000             0.000           159.967            13.621            15.271           131.075             2.666             1.010             1.656             1.721             1.185             0.537
           2.748             2.748             0.000             0.000           160.621            14.275            15.271           131.075             0.697             0.262             0.436             1.495             0.960             0.535
           1.544             1.544             0.000             0.000           170.636            20.048            19.512           131.075            11.442             4.155             7.287             2.285             1.618             0.668
           0.376             0.376             0.000             0.000           174.766            20.048            23.643           131.075             5.193             1.806             3.387             2.731             2.010             0.721
           0.640             0.640             0.000             0.000           178.311            20.048            27.188           131.075             4.715             1.600             3.115             2.675             1.907             0.768
           1.581             1.581             0.000             0.000           178.230            19.967            27.188           131.075             0.000             0.000             0.000             2.185             1.432             0.753
           1.619             1.619             0.000             0.000           176.611            18.348            27.188           131.075             0.000             0.000             0.000             1.655             0.917             0.738
           1.318             1.318             0.000             0.000           175.293            17.030            27.188           131.075             0.000             0.000             0.000             1.304             0.580             0.724
           1.242             1.242             0.000             0.000           176.355            18.092            27.188           131.075             1.396             0.476             0.920             1.196             0.468             0.727
           1.732             1.732             0.000             0.000           175.723            17.460            27.188           131.075             0.000             0.000             0.000             1.072             0.359             0.713
           1.017             1.017             0.000             0.000           174.706            16.443            27.188           131.075             0.000             0.000             0.000             0.907             0.208             0.699
           1.129             1.129             0.000             0.000           176.296            18.033            27.188           131.075             2.081             0.711             1.370             0.981             0.268             0.712
           1.581             1.581             0.000             0.000           176.015            17.752            27.188           131.075             0.000             0.000             0.000             0.947             0.249             0.698
           1.167             1.167             0.000             0.000           174.847            16.585            27.188           131.075             0.000             0.000             0.000             0.838             0.153             0.685
           0.301             0.301             0.000             0.000           176.790            18.527            27.188           131.075             2.556             0.871             1.685             1.005             0.301             0.704
           0.979             0.979             0.000             0.000           177.270            19.007            27.188           131.075             0.642             0.217             0.425             1.058             0.360             0.699
           1.318             1.318             0.000             0.000           175.952            17.689            27.188           131.075             0.000             0.000             0.000             0.944             0.259             0.685
           1.657             1.657             0.000             0.000           174.295            16.032            27.188           131.075             0.000             0.000             0.000             0.837             0.165             0.672
           1.280             1.280             0.000             0.000           173.015            14.752            27.188           131.075             0.000             0.000             0.000             0.765             0.107             0.658
           0.979             0.979             0.000             0.000           172.436            14.174            27.188           131.075             0.000             0.000             0.000             0.711             0.065             0.646
           1.280             1.280             0.000             0.000           171.156            12.894            27.188           131.075             0.000             0.000             0.000             0.671             0.039             0.633
           1.468             1.468             0.000             0.000           169.688            11.425            27.188           131.075             0.000             0.000             0.000             0.645             0.025             0.620
           1.619             1.619             0.000             0.000           168.069             9.806            27.188           131.075             0.000             0.000             0.000             0.620             0.011             0.608
           1.242             1.242             0.000             0.000           166.827             8.564            27.188           131.075             0.000             0.000             0.000             0.598             0.002             0.596
           1.393             1.393             0.000             0.000           165.434             7.171            27.188           131.075             0.000             0.000             0.000             0.585             0.000             0.585
           1.619             1.619             0.000             0.000           163.815             5.552            27.188           131.075             0.000             0.000             0.000             0.573             0.000             0.573
           1.468             1.468             0.000             0.000           162.347             4.084            27.188           131.075             0.000             0.000             0.000             0.562             0.000             0.562
           0.791             0.791             0.000             0.000           162.542             4.279            27.188           131.075             0.214             0.079             0.135             0.572             0.018             0.553
           0.791             0.791             0.000             0.000           162.252             3.989            27.188           131.075             0.000             0.000             0.000             0.565             0.022             0.543
           0.791             0.791             0.000             0.000           161.661             3.398            27.188           131.075             0.000             0.000             0.000             0.546             0.014             0.532
           0.941             0.941             0.000             0.000           160.720             2.457            27.188           131.075             0.000             0.000             0.000             0.531             0.009             0.522
           1.129             1.129             0.000             0.000           159.590             1.327            27.188           131.075             0.000             0.000             0.000             0.517             0.006             0.511
           0.452             0.452             0.000             0.000           159.905             1.642            27.188           131.075             0.333             0.126             0.208             0.538             0.033             0.505
           0.941             0.941             0.000             0.000           158.964             0.701            27.188           131.075             0.000             0.000             0.000             0.533             0.038             0.495
           0.489             0.489             0.000             0.000           160.088             1.825            27.188           131.075             1.187             0.447             0.739             0.628             0.128             0.500
           0.753             0.753             0.000             0.000           159.835             1.572            27.188           131.075             0.000             0.000             0.000             0.632             0.141             0.490
           1.054             1.054             0.000             0.000           158.781             0.518            27.188           131.075             0.000             0.000             0.000             0.572             0.091             0.481
           0.742             0.518             0.224             0.000           158.039             0.000            26.964           131.075             0.000             0.000             0.000             0.530             0.059             0.471
           0.496             0.000             0.496             0.000           157.543             0.000            26.468           131.075             0.000             0.000             0.000             0.500             0.038             0.462
           0.113             0.113             0.000             0.000           159.348             1.805            26.468           131.075             1.882             0.714             1.168             0.666             0.190             0.476
           0.602             0.602             0.000             0.000           159.246             1.703            26.468           131.075             0.000             0.000             0.000             0.683             0.216             0.467
           0.866             0.866             0.000             0.000           158.380             0.837            26.468           131.075             0.000             0.000             0.000             0.597             0.139             0.457
           0.977             0.837             0.140             0.000           157.403             0.000            26.328           131.075             0.000             0.000             0.000             0.536             0.088             0.448
           0.399             0.000             0.399             0.000           157.005             0.000            25.929           131.075             0.000             0.000             0.000             0.494             0.055             0.440
           0.323             0.000             0.323             0.000           156.682             0.000            25.607           131.075             0.000             0.000             0.000             0.466             0.035             0.431
           0.263             0.000             0.263             0.000           156.419             0.000            25.344           131.075             0.000             0.000             0.000             0.445             0.023             0.423
           0.397             0.000             0.397             0.000           156.022             0.000            24.946           131.075             0.000             0.000             0.000             0.429             0.015             0.414
           0.337             0.000             0.337             0.000           155.684             0.000            24.609           131.075             0.000             0.000             0.000             0.412             0.006             0.406
           0.447             0.300             0.147             0.000           155.537             0.000            24.462           131.075             0.000             0.000             0.000             0.398             0.000             0.398
           0.414             0.414             0.000             0.000           155.730             0.192            24.462           131.075             0.194             0.075             0.119             0.410             0.017             0.393
           0.323             0.192             0.131             0.000           155.407             0.000            24.331           131.075             0.000             0.000             0.000             0.406             0.021             0.385
           0.188             0.188             0.000             0.000           156.308             0.901            24.331           131.075             0.910             0.351             0.560             0.483             0.095             0.388
           0.414             0.414             0.000             0.000           156.499             1.093            24.331           131.075             0.195             0.075             0.120             0.508             0.125             0.383
           0.715             0.715             0.000             0.000           155.784             0.377            24.331           131.075             0.000             0.000             0.000             0.466             0.091             0.376
           0.535             0.377             0.158             0.000           155.249             0.000            24.174           131.075             0.000             0.000             0.000             0.427             0.059             0.368
           0.392             0.000             0.392             0.000           154.857             0.000            23.782           131.075             0.000             0.000             0.000             0.399             0.038             0.361
           0.322             0.000             0.322             0.000           154.535             0.000            23.460           131.075             0.000             0.000             0.000             0.379             0.025             0.354
           0.317             0.000             0.317             0.000           154.218             0.000            23.143           131.075             0.000             0.000             0.000             0.363             0.016             0.347
           0.238             0.000             0.238             0.000           153.980             0.000            22.905           131.075             0.000             0.000             0.000             0.350             0.010             0.340
           0.260             0.000             0.260             0.000           153.720             0.000            22.645           131.075             0.000             0.000             0.000             0.338             0.004             0.333
           0.208             0.000             0.208             0.000           153.512             0.000            22.437           131.075             0.000             0.000             0.000             0.328             0.001             0.327
           0.194             0.000             0.194             0.000           153.318             0.000            22.243           131.075             0.000             0.000             0.000             0.321             0.000             0.321
           0.204             0.000             0.204             0.000           153.113             0.000            22.038           131.075             0.000             0.000             0.000             0.314             0.000             0.314
           0.238             0.000             0.238             0.000           152.875             0.000            21.800           131.075             0.000             0.000             0.000             0.308             0.000             0.308
           0.354             0.000             0.354             0.000           152.521             0.000            21.446           131.075             0.000             0.000             0.000             0.302             0.000             0.302
           0.302             0.000             0.302             0.000           152.220             0.000            21.145           131.075             0.000             0.000             0.000             0.296             0.000             0.296
           0.263             0.000             0.263             0.000           151.957             0.000            20.882           131.075             0.000             0.000             0.000             0.290             0.000             0.290
           0.192             0.000             0.192             0.000           151.765             0.000            20.690           131.075             0.000             0.000             0.000             0.285             0.000             0.285
           0.145             0.000             0.145             0.000           151.619             0.000            20.544           131.075             0.000             0.000             0.000             0.279             0.000             0.279
           0.189             0.000             0.189             0.000           151.431             0.000            20.355           131.075             0.000             0.000             0.000             0.274             0.000             0.274
           0.121             0.000             0.121             0.000           151.309             0.000            20.234           131.075             0.000             0.000             0.000             0.268             0.000             0.268
           0.153             0.000             0.153             0.000           151.156             0.000            20.081           131.075             0.000             0.000             0.000             0.263             0.000             0.263
           0.152             0.000             0.152             0.000           151.004             0.000            19.929           131.075             0.000             0.000             0.000             0.258             0.000             0.258
           0.194             0.000             0.194             0.000           150.810             0.000            19.735           131.075             0.000             0.000             0.000             0.253             0.000             0.253
           0.160             0.000             0.160             0.000           150.650             0.000            19.575           131.075             0.000             0.000             0.000             0.248             0.000             0.248
           0.264             0.264             0.000             0.000           150.771             0.121            19.575           131.075             0.115             0.046             0.069             0.255             0.011             0.244
           0.151             0.121             0.029             0.000           150.621             0.000            19.546           131.075             0.000             0.000             0.000             0.252             0.013             0.239
           0.074             0.000             0.074             0.000           150.547             0.000            19.472           131.075             0.000             0.000             0.000             0.243             0.008             0.235
           0.105             0.000             0.105             0.000           150.441             0.000            19.366           131.075             0.000             0.000             0.000             0.236             0.005             0.230
           0.126             0.000             0.126             0.000           150.316             0.000            19.241           131.075             0.000             0.000             0.000             0.229             0.003             0.226
           0.219             0.000             0.219             0.000           150.097             0.000            19.022           131.075             0.000             0.000             0.000             0.223             0.002             0.221
           0.123             0.000             0.123             0.000           149.974             0.000            18.899           131.075             0.000             0.000             0.000             0.218             0.001             0.217
           0.112             0.000             0.112             0.000           149.861             0.000            18.786           131.075             0.000             0.000             0.000             0.214             0.001             0.213
           0.203             0.000             0.203             0.000           149.658             0.000            18.583           131.075             0.000             0.000             0.000             0.209             0.000             0.208
           0.141             0.000             0.141             0.000           149.518             0.000            18.442           131.075             0.000             0.000             0.000             0.204             0.000             0.204
