 Index   Temp   Variable_0   Variable_1   Variable_2   Variable_3   Variable_4   Variable_5   Variable_6   Variable_7   Variable_8   Variable_9 Objective   Seconds
        7639.000            492.000              0.320              0.141              0.760             22.659             94.292            159.525              0.283             41.227              0.349              3.270            232.378             11.138   
        7640.000            492.000              0.335              0.022              0.016              9.374             64.449            178.596              0.251              4.963              0.411              5.152           -533.348             11.139   
        7641.000            492.000              0.393              0.479              0.269             10.056             85.787            144.593              0.239             19.996              0.985              1.280            -98.028             11.139   
        7642.000            492.000              0.738              0.106              0.362             23.247             79.966             82.368              0.027              3.818              0.501              5.835            224.217             11.140   
        7643.000            492.000              0.560              0.350              0.289             11.512             86.633             75.422              0.136              5.826              0.659              2.660            500.146             11.141   
        7644.000            492.000              0.886              0.380              0.549             25.358             67.887             94.350              0.219             13.016              0.696              1.951           -665.119             11.142   
        7645.000            492.000              0.812              0.479              0.867             14.841             90.859            136.320              0.272             49.957              0.453              3.232           -869.162             11.142   
        7646.000            492.000              0.419              0.077              0.119              5.135             60.177             73.353              0.053              6.060              0.962              1.525            226.998             11.143   
        7647.000            492.000              0.764              0.354              0.412             12.218             65.884            104.716              0.149             16.931              0.663              4.067            154.496             11.143   
        7648.000            492.000              0.378              0.274              0.324              9.039             58.501            146.041              0.098              5.078              0.592              3.469            448.938             11.144   
        7649.000            492.000              0.530              0.405              0.710             23.332             51.578            145.750              0.134             22.526              0.915              2.615            464.349             11.145   
        7650.000            492.000              0.622              0.465              0.397             11.119             82.016            120.955              0.021             26.868              0.825              4.757            472.296             11.147   
        7651.000            491.000              0.647              0.491              0.897             22.220             68.355            146.670              0.058             47.332              0.600              1.913             80.698             11.150   
        7652.000            491.000              0.814              0.384              0.893             22.897             67.762            196.488              0.075             17.222              0.102              5.365            372.856             11.151   
        7653.000            491.000              0.616              0.495              0.830             16.863             54.567            159.645              0.009             16.635              0.541              3.319           -287.755             11.154   
        7654.000            491.000              0.864              0.246              0.243             20.529             87.376             94.736              0.180             37.527              0.872              2.705           -162.605             11.156   
        7655.000            491.000              0.503              0.186              0.197             19.494             68.722            164.556              0.135             43.262              0.076              5.439            373.427             11.156   
        7656.000            491.000              0.327              0.183              0.667             19.138             61.539            107.335              0.148             37.498              0.716              2.851            487.778             11.157   
        7657.000            491.000              0.653              0.483              0.030              7.272             70.609            104.053              0.085             15.293              0.224              2.997            439.753             11.157   
        7658.000            491.000              0.526              0.263              0.511             12.442             54.873            153.556              0.130             38.646              0.867              5.563            522.086             11.158   
        7659.000            491.000              0.415              0.471              0.751             16.613             50.939             77.942              0.262             42.325              0.413              4.908            368.755             11.159   
        7660.000            491.000              0.651              0.249              0.065             20.960             52.520             88.585              0.095             34.263              0.525              5.583            324.862             11.159   
        7661.000            491.000              0.982              0.226              0.492             19.855             61.621            103.665              0.022             20.843              0.325              4.044            324.002             11.163   
        7662.000            491.000              0.562              0.451              0.312             24.823             56.843            124.262              0.163             24.486              0.651              5.236            550.242             11.167   
        7663.000            491.000              0.471              0.100              0.789             25.518             77.861            121.824              0.136             19.336              0.773              1.312            153.725             11.172   
        7664.000            491.000              0.999              0.312              0.039             20.459             68.975             94.096              0.015             35.729              0.661              3.157            395.196             11.175   
        7665.000            491.000              0.217              0.104              0.611             12.262             83.905            163.719              0.033             23.002              0.873              4.072            260.438             11.176   
        7666.000            490.000              0.685              0.390              0.211             19.127             86.435            112.374              0.264             49.806              0.259              5.562            142.297             11.177   
        7667.000            490.000              0.934              0.285              0.164             17.824             99.276            153.833              0.261              7.249              0.314              4.858           -103.093             11.178   
        7668.000            490.000              0.439              0.407              0.545              5.761             86.091            163.667              0.115             16.393              0.603              1.250            139.653             11.179   
        7669.000            490.000              0.419              0.215              0.411             28.277             69.093            146.389              0.245             13.026              0.974              3.005            462.723             11.180   
        7670.000            490.000              0.488              0.479              0.467             24.990             52.326            156.459              0.236             47.862              0.857              5.104            569.426             11.181   
        7671.000            490.000              0.398              0.276              0.283             12.798             82.247             92.619              0.185              2.595              0.679              4.254            601.674             11.187   
        7672.000            490.000              0.509              0.351              0.428              9.143             74.710            158.252              0.104             15.561              0.738              1.210            103.045             11.190   
        7673.000            490.000              0.432              0.117              0.579             19.456             66.968             52.907              0.094             21.976              0.235              2.422            330.854             11.192   
        7674.000            490.000              0.148              0.218              0.695              9.105             58.714            130.053              0.176              5.268              0.946              1.516            405.391             11.196   
        7675.000            490.000              0.510              0.099              0.151             18.249             58.564            166.899              0.048              3.368              0.528              5.809            417.658             11.198   
        7676.000            490.000              0.532              0.339              0.607              9.000             50.072            192.505              0.232             24.939              0.648              2.202            403.233             11.201   
        7677.000            490.000              0.447              0.484              0.484             25.125             90.263             99.780              0.192              1.523              0.971              4.567            554.430             11.202   
        7678.000            490.000              0.593              0.284              0.428             11.928             56.410             63.801              0.141             24.145              0.111              1.287           -815.555             11.203   
        7679.000            490.000              0.598              0.132              0.543              9.440             90.319             73.418              0.125             23.198              0.446              1.709           -288.833             11.203   
        7680.000            490.000              0.650              0.049              0.748             16.136             88.819            190.769              0.021             45.366              0.058              3.292           -948.925             11.204   
        7681.000            489.000              0.902              0.385              0.778             27.176             66.818            186.064              0.190             16.171              0.687              2.382           -311.556             11.205   
        7682.000            489.000              0.914              0.301              0.554              7.269             98.874            146.923              0.174             31.448              0.830              5.089           -201.372             11.205   
        7683.000            489.000              0.411              0.393              0.493             14.324             99.992            125.255              0.139             27.996              0.685              1.623            101.295             11.210   
        7684.000            489.000              0.990              0.407              0.866             15.915             84.600             82.592              0.076              6.957              0.414              3.593             62.013             11.211   
        7685.000            489.000              0.511              0.188              0.610              5.055             62.297            114.110              0.005             25.588              0.535              4.522            148.168             11.212   
        7686.000            489.000              0.493              0.303              0.485             26.057             59.286            116.073              0.213             21.842              0.130              3.694            232.748             11.214   
        7687.000            489.000              0.244              0.207              0.284             29.903             98.845            115.753              0.143              4.624              0.801              1.178            346.312             11.218   
        7688.000            489.000              0.866              0.492              0.949             29.182             50.316            144.668              0.084             42.931              0.552              5.917            315.047             11.219   
        7689.000            489.000              0.439              0.402              0.991             16.440             95.741             59.596              0.015             22.230              0.934              2.333            381.593             11.220   
        7690.000            489.000              0.496              0.063              0.888             24.001             58.019            187.886              0.073             22.351              0.709              4.916            541.743             11.222   
        7691.000            489.000              0.456              0.235              0.406             19.463             88.206            184.751              0.285             33.674              0.123              1.275           -327.392             11.223   
        7692.000            489.000              0.547              0.042              0.197             14.447             66.744            153.228              0.254             43.639              0.961              3.108           -404.595             11.224   
        7693.000            489.000              0.251              0.469              0.063             22.627             54.549            168.703              0.278             47.342              0.890              2.198             98.599             11.225   
        7694.000            489.000              0.330              0.174              0.229              8.539             79.782            190.224              0.031             18.573              0.228              4.888            -60.333             11.226   
        7695.000            489.000              0.231              0.405              0.098             28.788             77.166            167.872              0.296             43.277              0.920              5.691            529.670             11.227   
        7696.000            488.000              0.557              0.485              0.745             26.040             69.407            104.553              0.049             19.000              0.409              2.026             43.814             11.229   
        7697.000            488.000              0.492              0.446              0.106             12.893             51.806            121.878              0.083             36.170              0.672              3.763            504.203             11.230   
        7698.000            488.000              0.881              0.312              0.089             15.235             62.322            113.572              0.012             36.766              0.774              3.949            476.884             11.231   
        7699.000            488.000              0.715              0.381              0.650             27.211             95.634            158.164              0.119              0.707              0.635              5.577            418.664             11.232   
        7700.000            488.000              0.713              0.360              0.070             28.660             84.518            128.180              0.095             26.950              0.858              5.886            518.680             11.234   
        7701.000            488.000              0.518              0.407              0.146             17.153             76.532             90.994              0.238             43.796              0.339              4.637            524.777             11.234   
        7702.000            488.000              0.429              0.224              0.797             12.958             71.243            133.259              0.135             16.462              0.723              5.640            609.628             11.236   
        7703.000            488.000              0.660              0.286              0.261             14.668             78.317            110.330              0.180             20.810              0.293              3.959            144.918             11.237   
        7704.000            488.000              0.865              0.201              0.693             22.259             79.248            162.355              0.062             21.733              0.736              5.999            168.712             11.237   
        7705.000            488.000              0.215              0.369              0.364             21.615             89.089             92.546              0.272             17.399              0.551              5.752            116.025             11.238   
        7706.000            488.000              0.600              0.132              0.050             13.269             85.968             56.823              0.000             32.973              0.334              4.439            215.030             11.240   
        7707.000            488.000              0.340              0.202              0.309             13.778             52.744            197.881              0.007             35.061              0.815              2.982            438.168             11.241   
        7708.000            488.000              0.953              0.364              0.011             22.236             84.472            185.079              0.048             31.377              0.868              2.202            416.342             11.242   
        7709.000            488.000              0.930              0.272              0.431             19.333             79.198            160.410              0.165             42.990              0.975              5.643           -108.978             11.244   
        7710.000            488.000              0.780              0.037              0.518             19.182             93.081            121.402              0.097             20.533              0.834              4.710           -547.040             11.245   
        7711.000            487.000              0.199              0.208              0.310             27.907             93.028             82.792              0.076             36.645              0.340              4.315           -975.009             11.245   
        7712.000            487.000              0.258              0.433              0.137             16.766             84.636            124.093              0.079             47.886              0.229              1.067            -39.441             11.247   
        7713.000            487.000              0.189              0.261              0.615             19.381             50.097            104.530              0.136             27.533              0.827              2.266           -429.030             11.248   
        7714.000            487.000              0.334              0.441              0.507              5.684             99.724             58.263              0.154              5.596              0.535              2.127           -139.240             11.249   
        7715.000            487.000              0.067              0.497              0.504             24.596             77.253            125.422              0.085              8.205              0.759              1.764            -95.188             11.250   
        7716.000            487.000              0.510              0.304              0.627             11.215             56.358            154.130              0.020             44.499              0.338              5.839             51.786             11.254   
        7717.000            487.000              0.272              0.365              0.737             13.393             60.605            196.577              0.011             41.312              0.976              1.151            509.531             11.254   
        7718.000            487.000              0.885              0.449              0.130             11.223             59.600             54.169              0.046             48.481              0.747              4.457            524.341             11.257   
        7719.000            487.000              0.290              0.451              0.277             11.665             88.476             67.914              0.053             47.707              0.082              2.421           -327.720             11.263   
        7720.000            487.000              0.404              0.357              0.580              5.651             91.525             82.363              0.110             17.191              0.863              1.675            318.288             11.265   
        7721.000            487.000              0.674              0.218              0.335             26.640             97.935            150.795              0.077             28.012              0.048              4.888            326.503             11.265   
        7722.000            487.000              0.289              0.051              0.504             24.628             90.949            134.353              0.289             36.652              0.876              5.947            633.130             11.266   
        7723.000            487.000              0.771              0.319              0.480              7.011             88.184            112.826              0.029              0.591              0.854              5.121            569.182             11.267   
        7724.000            487.000              0.835              0.324              0.050             25.303             50.429            135.044              0.024             49.065              0.402              4.222            473.322             11.274   
        7725.000            487.000              0.829              0.275              0.643              8.715             87.473            153.887              0.006              2.944              0.335              3.661            445.174             11.274   
        7726.000            486.000              0.603              0.431              0.922             28.728             95.379             68.404              0.116             29.604              0.805              4.305            460.001             11.275   
        7727.000            486.000              0.773              0.346              0.570              8.127             60.814             72.879              0.055             27.111              0.594              3.051            438.150             11.276   
        7728.000            486.000              0.364              0.364              0.189             11.738             67.525            134.315              0.267             17.981              0.022              2.616            458.390             11.279   
        7729.000            486.000              0.950              0.488              0.369             24.519             52.689            147.220              0.283              4.384              0.173              3.567             25.260             11.280   
        7730.000            486.000              0.625              0.118              0.125              6.237             64.842            165.641              0.105             48.640              0.990              4.411             84.026             11.281   
        7731.000            486.000              0.461              0.194              0.279             16.551             75.021            178.458              0.245              3.630              0.350              1.273           -226.061             11.282   
        7732.000            486.000              0.796              0.442              0.901             11.629             98.250            104.357              0.181             47.881              0.759              5.257            -58.828             11.283   
        7733.000            486.000              0.972              0.044              0.028             13.429             99.354            110.896              0.006              0.828              0.553              2.942           -307.069             11.285   
        7734.000            486.000              0.555              0.215              0.137              9.546             79.427            130.902              0.112             10.108              0.099              1.801           -178.657             11.285   
        7735.000            486.000              0.339              0.045              0.398             14.307             67.926             84.581              0.198              7.225              0.940              4.395            578.720             11.288   
        7736.000            486.000              0.585              0.365              0.317             15.415             88.902            164.241              0.081             34.558              0.166              2.010            329.104             11.290   
        7737.000            486.000              0.895              0.341              0.932             23.210             74.526             70.841              0.029             41.725              0.679              3.696            410.457             11.291   
        7738.000            486.000              0.271              0.274              0.367             23.307             89.866             72.683              0.038              3.230              0.986              5.090            623.290             11.292   
        7739.000            486.000              0.652              0.200              0.157             14.099             79.880            111.421              0.157             10.772              0.740              4.262            138.098             11.294   
        7740.000            486.000              0.679              0.384              0.074             12.331             50.538            128.516              0.179             13.544              0.138              4.363            510.907             11.297   
        7741.000            485.000              0.928              0.269              0.742             22.924             87.467            171.261              0.017             34.948              0.976              5.030            531.792             11.298   
        7742.000            485.000              0.500              0.142              0.293              5.252             64.279            116.763              0.005             21.348              0.953              2.161            664.541             11.299   
        7743.000            485.000              0.760              0.381              0.226             15.409             93.603            131.878              0.033             11.626              0.361              4.257            536.719             11.302   
        7744.000            485.000              0.356              0.427              0.779             25.029             96.397             95.187              0.006             25.762              0.520              1.662            105.061             11.302   
        7745.000            485.000              0.908              0.360              0.115              8.988             53.874            155.371              0.028             10.846              0.553              5.984            521.344             11.303   
        7746.000            485.000              0.992              0.318              0.435             12.902             86.872            158.945              0.006             39.350              0.671              1.680            144.175             11.306   
        7747.000            485.000              0.312              0.325              0.725             14.569             61.309            106.345              0.230             49.313              0.439              2.094            142.938             11.307   
        7748.000            485.000              0.502              0.010              0.998             23.041             77.429            162.845              0.065             35.515              0.849              4.388            558.027             11.307   
        7749.000            485.000              0.493              0.177              0.732             24.696             99.896             73.164              0.245             30.783              0.144              4.846           -434.819             11.310   
        7750.000            485.000              0.221              0.175              0.607              6.266             89.201            193.217              0.013             36.263              0.526              3.881           -960.977             11.311   
        7751.000            485.000              0.148              0.361              0.327             20.426             68.046            172.522              0.090             28.278              0.840              5.956           -534.935             11.312   
        7752.000            485.000              0.727              0.432              0.831             22.008             67.124             75.435              0.107             24.830              0.585              5.472            108.832             11.315   
        7753.000            485.000              0.318              0.304              0.458             15.677             87.664            162.857              0.219             26.192              0.869              5.968            614.957             11.315   
        7754.000            485.000              0.803              0.329              0.835             18.860             86.997            162.110              0.069              2.223              0.937              4.447            448.165             11.317   
        7755.000            485.000              0.848              0.382              0.315             19.999             94.203             63.370              0.009             26.979              0.446              2.689            443.853             11.318   
        7756.000            484.000              0.769              0.230              0.481             13.097             64.624            190.257              0.048              8.548              0.237              3.612            417.536             11.319   
        7757.000            484.000              0.450              0.289              0.602             21.889             56.897             54.152              0.121             35.821              0.365              4.083            513.791             11.322   
        7758.000            484.000              0.498              0.327              0.054             11.050             79.194             65.943              0.092             10.643              0.418              4.265            569.734             11.324   
        7759.000            484.000              0.572              0.349              0.430              7.439             55.545            149.775              0.155             31.671              0.548              2.072            429.215             11.328   
        7760.000            484.000              0.528              0.116              0.738              9.171             76.171            142.519              0.015             33.233              0.974              5.536            567.084             11.331   
        7761.000            484.000              0.648              0.340              0.011             19.212             60.194            173.205              0.074              3.645              0.181              2.281            478.425             11.333   
        7762.000            484.000              0.652              0.043              0.245             29.005             59.834             78.879              0.035             15.749              0.369              4.766             29.932             11.334   
        7763.000            484.000              0.523              0.301              0.042             22.281             70.389            106.522              0.186             23.483              0.908              2.023            465.079             11.335   
        7764.000            484.000              0.727              0.240              0.951             26.632             94.916            172.436              0.032              7.132              0.511              3.325            461.734             11.337   
        7765.000            484.000              0.166              0.180              0.386             21.076             92.531            142.746              0.015             37.331              0.736              1.072            -13.790             11.341   
        7766.000            484.000              0.302              0.188              0.657             11.907             59.018            111.817              0.163             43.468              0.636              4.213            254.103             11.342   
        7767.000            484.000              0.751              0.235              0.455             10.502             82.608            164.234              0.087             20.633              0.547              2.780            358.954             11.343   
        7768.000            484.000              0.800              0.064              0.751              6.063             98.784            121.167              0.008             46.425              0.574              5.469            427.038             11.343   
        7769.000            484.000              0.986              0.401              0.336             21.233             56.313            105.406              0.294             12.046              0.586              3.455           -556.633             11.344   
        7770.000            484.000              0.568              0.281              0.509             10.002             95.211             52.320              0.114             10.580              0.615              3.575            459.596             11.345   
        7771.000            483.000              0.783              0.308              0.297              6.072             84.724            144.039              0.032             29.570              0.486              1.878            365.184             11.348   
        7772.000            483.000              0.273              0.035              0.661             20.842             90.770            121.655              0.002             20.297              0.716              3.367            364.254             11.350   
        7773.000            483.000              0.462              0.299              0.832             22.102             70.995            170.022              0.004             19.214              0.523              2.459           -311.192             11.354   
        7774.000            483.000              0.997              0.461              0.679             24.034             58.051             87.618              0.046             41.477              0.218              5.982            233.356             11.355   
        7775.000            483.000              0.412              0.204              0.787             16.921             81.863             61.267              0.231             38.376              0.544              3.486            450.567             11.355   
        7776.000            483.000              0.396              0.379              0.098             28.958             90.862            139.371              0.043             45.828              0.444              4.509            583.007             11.356   
        7777.000            483.000              0.302              0.340              0.261              8.004             83.575            180.882              0.145             29.535              0.437              5.145            260.310             11.357   
        7778.000            483.000              0.710              0.389              0.994             23.006             80.067            146.305              0.077             46.119              0.587              3.321            436.703             11.358   
        7779.000            483.000              0.767              0.368              0.810             27.709             95.673            104.829              0.017             33.015              0.645              2.322            367.314             11.359   
        7780.000            483.000              0.673              0.397              0.684             27.027             99.633             94.251              0.150              2.412              0.445              2.813            285.320             11.359   
        7781.000            483.000              0.541              0.143              0.825             15.206             93.199             94.813              0.141              4.506              0.704              4.723            214.148             11.360   
        7782.000            483.000              0.627              0.165              0.136             16.530             90.705            101.223              0.121              1.627              0.251              4.562            135.009             11.363   
        7783.000            483.000              0.398              0.267              0.597             23.436             56.722             93.730              0.286             38.787              0.201              4.187            402.887             11.364   
        7784.000            483.000              0.808              0.462              0.355             14.205             88.425            148.542              0.110             19.454              0.969              4.685            507.243             11.366   
        7785.000            483.000              0.904              0.221              0.429             15.527             81.822            137.113              0.106             10.677              0.448              4.080           -186.404             11.368   
        7786.000            482.000              0.951              0.259              0.123             20.296             83.361            156.095              0.060             49.726              0.757              2.453            295.633             11.369   
        7787.000            482.000              0.514              0.103              0.640             28.966             69.027            109.846              0.140             27.725              0.904              2.581            124.700             11.371   
        7788.000            482.000              0.762              0.377              0.894             21.073             76.082            154.977              0.013             44.487              0.392              5.106            315.802             11.372   
        7789.000            482.000              0.208              0.481              0.127             15.894             88.148            108.838              0.060             31.729              0.468              1.422             64.867             11.373   
        7790.000            482.000              0.508              0.308              0.374             27.238             75.883            170.999              0.177             12.633              0.093              3.729            470.382             11.375   
        7791.000            482.000              0.453              0.192              0.479             24.927             67.749             73.130              0.192             26.345              0.349              4.061            280.304             11.376   
        7792.000            482.000              0.349              0.471              0.111             22.429             65.744             79.226              0.248              4.323              0.595              4.478            521.048             11.377   
        7793.000            482.000              0.306              0.285              0.285             10.466             65.686            143.754              0.175             18.066              0.604              2.056            156.775             11.378   
        7794.000            482.000              0.477              0.246              0.477             27.118             85.330             67.215              0.193              0.539              0.593              2.642            320.820             11.380   
        7795.000            482.000              0.332              0.153              0.863              7.818             93.317            198.634              0.094             45.374              0.734              4.880            225.910             11.383   
        7796.000            482.000              0.377              0.184              0.585             25.465             66.373             58.316              0.068             16.519              0.914              4.136            646.288             11.384   
        7797.000            482.000              0.192              0.373              0.364             14.261             89.859            192.297              0.256             20.797              0.773              1.004            437.997             11.385   
        7798.000            482.000              0.698              0.117              0.206             18.546             52.788             82.346              0.027             31.566              0.270              4.910            242.404             11.386   
        7799.000            482.000              0.510              0.132              0.877             14.151             98.991             50.783              0.065             21.797              0.670              2.511            528.082             11.388   
        7800.000            482.000              0.221              0.322              0.757             18.419             69.378            179.691              0.062             35.660              0.671              1.083            168.126             11.390   
        7801.000            481.000              0.456              0.461              0.839             12.783             89.094            167.229              0.287             39.524              0.984              2.497            327.970             11.391   
        7802.000            481.000              0.529              0.225              0.602             14.435             57.140             99.673              0.170             38.109              0.219              2.431            170.551             11.392   
        7803.000            481.000              0.762              0.468              0.708             18.159             59.168            127.249              0.037             39.235              0.699              5.736            544.031             11.393   
        7804.000            481.000              0.662              0.105              0.697             12.806             77.293            161.661              0.126             24.846              0.361              3.224            -29.882             11.395   
        7805.000            481.000              0.261              0.200              0.150             13.258             70.945            108.438              0.082             40.834              0.802              4.499            132.417             11.396   
        7806.000            481.000              0.246              0.431              0.126             13.760             70.519            113.595              0.093             23.726              0.329              5.187             94.383             11.397   
        7807.000            481.000              0.451              0.096              0.274             21.006             52.564            109.628              0.109             21.237              0.830              2.805            455.422             11.397   
