 Index   Temp   Variable_0   Variable_1   Variable_2   Variable_3   Variable_4   Variable_5   Variable_6   Variable_7   Variable_8   Variable_9 Objective   Seconds
        4485.000            702.000              0.242              0.080              0.146             18.180             65.625             50.685              0.062             41.696              0.912              1.337            146.960              6.651   
        4486.000            702.000              0.261              0.364              0.355              7.861             97.288            186.284              0.298             29.292              0.759              2.289             16.204              6.652   
        4487.000            702.000              0.362              0.128              0.351             14.205             86.884             74.557              0.148             26.637              0.488              4.914            512.388              6.653   
        4488.000            702.000              0.619              0.450              0.288             14.722             86.059            105.382              0.044             49.234              0.091              5.087            537.487              6.653   
        4489.000            702.000              0.822              0.342              0.229              6.199             60.900            166.093              0.011             24.179              0.457              3.177            404.019              6.658   
        4490.000            702.000              0.420              0.232              0.223             28.965             78.125            189.732              0.228             33.733              0.582              4.816            517.926              6.658   
        4491.000            702.000              0.267              0.350              0.729             23.973             62.239             78.716              0.158             44.164              0.932              2.297            399.716              6.659   
        4492.000            702.000              0.895              0.465              0.153             14.016             59.374            183.223              0.241              9.427              0.319              5.316            435.257              6.660   
        4493.000            702.000              0.749              0.286              0.785             18.189             83.376            180.117              0.161             26.018              0.777              3.589              4.140              6.660   
        4494.000            702.000              0.995              0.447              0.349             29.877             91.843            154.620              0.243             47.164              0.795              2.919            175.498              6.661   
        4495.000            702.000              0.558              0.410              0.637             15.710             67.565            157.442              0.173             49.651              0.071              4.188            359.884              6.662   
        4496.000            701.000              0.741              0.404              0.554             28.249             76.745             94.116              0.007             21.390              0.360              2.318            195.698              6.662   
        4497.000            701.000              0.340              0.358              0.286             21.495             76.078            196.997              0.247             30.409              0.962              1.844            499.426              6.663   
        4498.000            701.000              0.300              0.110              0.681             24.470             53.943            102.128              0.132             34.339              0.957              1.429            523.681              6.664   
        4499.000            701.000              0.677              0.413              0.607             10.390             69.132            128.109              0.053             27.964              0.518              5.431            548.469              6.667   
        4500.000            701.000              0.293              0.408              0.310              6.801             69.294            127.701              0.101             28.248              0.101              1.667           -484.064              6.667   
        4501.000            701.000              0.370              0.029              0.544             15.297             59.861             68.578              0.083              6.098              0.620              1.232            435.852              6.669   
        4502.000            701.000              0.565              0.382              0.026             16.457             88.540            174.808              0.235             16.642              0.088              3.151            538.662              6.671   
        4503.000            701.000              0.325              0.204              0.221             10.116             69.981            149.391              0.257             34.542              0.769              3.217            602.503              6.673   
        4504.000            701.000              0.429              0.397              0.328             16.830             80.919            161.336              0.275             33.500              0.074              2.379            419.412              6.674   
        4505.000            701.000              0.913              0.089              0.131              9.907             93.854            185.169              0.204             23.522              0.661              3.485           -571.651              6.675   
        4506.000            701.000              0.799              0.388              0.234              8.987             66.536             52.655              0.174             41.923              0.607              5.515            103.994              6.675   
        4507.000            701.000              0.416              0.133              0.953             20.969             89.600            164.608              0.267             48.194              0.880              2.478            431.599              6.676   
        4508.000            701.000              0.192              0.147              0.620             26.248             99.205            163.551              0.245             14.201              0.840              1.323            545.544              6.677   
        4509.000            701.000              0.454              0.367              0.120              5.536             75.063             86.356              0.219              1.559              0.339              4.034            586.785              6.680   
        4510.000            701.000              0.502              0.227              0.928             11.212             59.749             80.379              0.163             49.062              0.222              3.192            303.310              6.681   
        4511.000            700.000              0.333              0.330              0.332             18.082             93.557            100.828              0.291             15.565              0.892              2.509            564.724              6.683   
        4512.000            700.000              0.287              0.030              0.971             19.554             60.689            172.786              0.132             12.890              0.868              2.087            511.418              6.686   
        4513.000            700.000              0.909              0.403              0.523             17.396             56.572            181.738              0.072             31.590              0.862              3.072            435.864              6.687   
        4514.000            700.000              0.817              0.002              0.906             21.088             64.878            100.135              0.036             33.340              0.284              5.745           -105.456              6.688   
        4515.000            700.000              0.369              0.316              0.833             14.666             74.997            127.264              0.208             41.107              0.326              2.133            297.981              6.689   
        4516.000            700.000              0.246              0.192              0.586             23.805             82.979             55.408              0.127              1.951              0.569              1.115            194.277              6.690   
        4517.000            700.000              0.247              0.007              0.202             23.687             53.407            192.899              0.233             20.677              0.894              1.470            276.820              6.691   
        4518.000            700.000              0.534              0.162              0.293             25.089             63.525             78.253              0.219             24.462              0.785              4.188           -192.195              6.692   
        4519.000            700.000              0.762              0.396              0.690              8.612             76.229            172.893              0.274             30.062              0.761              3.984           -171.612              6.693   
        4520.000            700.000              0.574              0.475              0.350             12.620             62.627             62.957              0.068             34.632              0.878              5.745            594.683              6.694   
        4521.000            700.000              0.905              0.496              0.604             18.122             54.401            179.483              0.254              3.040              0.721              5.906             18.432              6.697   
        4522.000            700.000              0.277              0.443              0.901              6.838             56.006            142.742              0.242              4.663              0.515              3.804            -68.099              6.699   
        4523.000            700.000              0.282              0.388              0.638             17.507             61.721             77.463              0.182             43.498              0.689              5.689            414.666              6.701   
        4524.000            700.000              0.896              0.354              0.007             24.172             52.806             90.796              0.246             41.954              0.820              3.717            458.905              6.702   
        4525.000            700.000              0.261              0.456              0.187              9.986             74.389            141.431              0.054             28.623              0.114              5.549             26.773              6.703   
        4526.000            699.000              0.304              0.059              0.580             23.701             72.220            132.211              0.060              4.472              0.331              2.272             86.870              6.705   
        4527.000            699.000              0.432              0.377              0.174             22.625             73.016            111.278              0.252              1.204              0.139              5.805            596.767              6.705   
        4528.000            699.000              0.644              0.291              0.602              5.759             92.243            116.666              0.267              8.379              0.363              3.796           -270.751              6.706   
        4529.000            699.000              0.205              0.490              0.643              5.548             65.123            162.497              0.036              5.637              0.277              1.577           -311.578              6.707   
        4530.000            699.000              0.402              0.284              0.768             14.447             54.944            145.643              0.191             12.004              0.937              1.381             87.838              6.709   
        4531.000            699.000              0.585              0.350              0.460             17.779             80.906             71.854              0.081              9.546              0.173              5.094            525.337              6.710   
        4532.000            699.000              0.652              0.273              0.479             14.959             62.393            140.992              0.171             47.859              0.506              5.782            -53.543              6.711   
        4533.000            699.000              0.987              0.171              0.708             14.932             62.533            195.995              0.007             18.445              0.165              5.405           -148.452              6.712   
        4534.000            699.000              0.348              0.283              0.005             21.635             57.788             95.288              0.113              4.830              0.220              2.211            230.471              6.713   
        4535.000            699.000              0.531              0.409              0.204              8.144             97.142            147.110              0.001             16.969              0.668              1.373            117.253              6.715   
        4536.000            699.000              0.459              0.201              0.714              7.650             71.619            104.588              0.212             27.005              0.582              3.403            484.426              6.717   
        4537.000            699.000              0.532              0.421              0.940             12.957             97.448            183.335              0.098             22.799              0.081              3.782            245.059              6.717   
        4538.000            699.000              0.606              0.477              0.560             27.398             70.906            151.667              0.212             22.033              0.199              3.844            269.837              6.718   
        4539.000            699.000              0.716              0.446              0.601             20.750             55.499            157.358              0.291              3.341              0.155              3.957           -114.184              6.720   
        4540.000            699.000              0.306              0.384              0.291             26.019             86.233            173.050              0.026             17.608              0.858              5.662            453.883              6.722   
        4541.000            698.000              0.609              0.322              0.935             28.345             74.015            130.853              0.078              7.466              0.987              5.929            530.882              6.724   
        4542.000            698.000              0.287              0.039              0.363              8.628             99.925            189.299              0.184             27.064              0.470              5.392           -173.281              6.724   
        4543.000            698.000              0.299              0.307              0.734             22.002             91.490            166.928              0.038             10.361              0.940              1.648            460.583              6.725   
        4544.000            698.000              0.508              0.439              0.209             28.861             90.255            132.469              0.220             21.373              0.159              1.886            373.935              6.726   
        4545.000            698.000              0.306              0.039              0.473             17.713             96.362            176.620              0.262             25.289              0.605              4.742            445.274              6.728   
        4546.000            698.000              0.180              0.325              0.183             20.264             81.310             79.355              0.122             32.592              0.982              4.446            496.662              6.729   
        4547.000            698.000              0.306              0.427              0.085             25.164             96.256            127.706              0.255             45.323              0.299              2.022            230.635              6.729   
        4548.000            698.000              0.400              0.210              0.355             10.813             72.674            152.421              0.146              2.573              0.950              2.349            577.735              6.730   
        4549.000            698.000              0.787              0.310              0.189             24.113             62.674            162.005              0.246             27.797              0.394              4.703            -19.988              6.731   
        4550.000            698.000              0.534              0.230              0.215             16.598             85.245            145.482              0.006             23.432              0.252              5.380            496.708              6.735   
        4551.000            698.000              0.532              0.381              0.177             27.728             73.700             94.828              0.063             28.501              0.900              2.693            524.974              6.737   
        4552.000            698.000              0.345              0.199              0.755             28.098             52.161            168.001              0.130             42.781              0.485              5.964            384.587              6.739   
        4553.000            698.000              0.654              0.331              0.012             18.062             91.702            138.085              0.162             30.549              0.262              4.451            509.766              6.741   
        4554.000            698.000              0.906              0.426              0.621             15.477             53.135            199.725              0.129             31.445              0.178              4.469            -17.919              6.743   
        4555.000            698.000              0.283              0.309              0.734              6.563             78.628            117.495              0.093             12.854              0.265              3.182           -829.710              6.745   
        4556.000            697.000              0.647              0.133              0.263             13.362             56.974             61.171              0.203              4.972              0.101              4.678           -869.497              6.746   
        4557.000            697.000              0.774              0.381              0.188             21.532             67.630             68.024              0.266             40.320              0.604              1.599          -1105.594              6.750   
        4558.000            697.000              0.569              0.388              0.042             16.858             53.451             54.230              0.060             31.009              0.527              4.460            579.239              6.751   
        4559.000            697.000              0.457              0.286              0.334             14.864             70.926            175.382              0.192             44.187              0.000              4.573            487.420              6.756   
        4560.000            697.000              0.544              0.051              0.868             13.262             93.583            128.903              0.142             44.657              0.897              2.284            164.478              6.758   
        4561.000            697.000              0.449              0.204              0.728              5.787             97.546            149.498              0.278             47.314              0.773              1.773             67.812              6.759   
        4562.000            697.000              0.151              0.089              0.801             14.724             85.236            189.640              0.092             19.630              0.971              2.389            196.113              6.760   
        4563.000            697.000              0.305              0.406              0.918             19.626             69.412             88.287              0.078             13.460              0.778              2.748            -56.637              6.760   
        4564.000            697.000              0.940              0.201              0.154             21.864             86.116            103.286              0.103             23.418              0.888              2.604            -15.732              6.762   
        4565.000            697.000              0.881              0.251              0.019             14.904             59.099             88.023              0.126              3.542              0.069              4.016            270.401              6.764   
        4566.000            697.000              0.461              0.303              0.986             15.609             88.960             98.338              0.186              5.218              0.127              2.655            473.033              6.765   
        4567.000            697.000              0.570              0.017              0.433             13.579             90.617             73.262              0.279             43.079              0.138              2.541          -1617.254              6.767   
        4568.000            697.000              0.980              0.365              0.734             24.245             64.485            163.641              0.019             46.966              0.505              3.275            369.105              6.768   
        4569.000            697.000              0.366              0.309              0.112             24.829             86.921             94.745              0.217             20.579              0.279              3.351            574.227              6.770   
        4570.000            697.000              0.664              0.236              0.862             19.877             82.320            106.720              0.026             17.083              0.668              1.046            213.004              6.771   
        4571.000            696.000              0.561              0.055              0.844              5.520             92.547            137.814              0.085              7.705              0.535              5.822            535.308              6.771   
        4572.000            696.000              0.596              0.179              0.707             20.865             91.853             64.821              0.010             16.988              0.833              2.011            565.846              6.773   
        4573.000            696.000              0.739              0.149              0.299              7.726             84.405            133.598              0.216             14.856              0.701              4.170           -516.045              6.774   
        4574.000            696.000              0.215              0.297              0.636             24.305             94.829             92.673              0.087             24.123              0.116              2.711          -1327.477              6.774   
        4575.000            696.000              0.917              0.125              0.169              5.660             54.121            165.157              0.154             41.148              0.645              2.018           -394.468              6.775   
        4576.000            696.000              0.942              0.399              0.964             20.682             60.149            149.558              0.104              4.703              0.585              3.845             20.501              6.776   
        4577.000            696.000              0.192              0.003              0.456             23.444             83.216            156.902              0.240             21.185              0.821              5.451            -65.593              6.777   
        4578.000            696.000              0.344              0.223              0.702              8.806             72.611            158.026              0.200              0.320              0.243              1.862            268.306              6.777   
        4579.000            696.000              0.384              0.102              0.407             18.358             51.149            192.262              0.003              4.181              0.378              3.762            330.589              6.778   
        4580.000            696.000              0.337              0.226              0.889             24.998             67.188             50.401              0.232             30.478              0.619              2.859            566.360              6.782   
        4581.000            696.000              0.450              0.125              0.305             14.767             70.761            118.692              0.001             20.969              0.777              5.812            615.321              6.786   
        4582.000            696.000              0.821              0.137              0.046             13.412             95.095            189.098              0.125             46.200              0.436              3.144            -11.635              6.788   
        4583.000            696.000              0.332              0.484              0.328              8.338             94.882             73.103              0.278             32.864              0.033              4.217            415.571              6.790   
        4584.000            696.000              0.247              0.467              0.689              6.986             68.873            111.924              0.102             22.016              0.604              5.462           -446.473              6.791   
        4585.000            696.000              0.579              0.026              0.522             24.045             94.453            180.717              0.211             15.593              0.626              3.315           -491.305              6.792   
        4586.000            695.000              0.679              0.485              0.249             27.085             86.078            161.626              0.178             28.857              0.160              4.532            457.569              6.793   
        4587.000            695.000              0.516              0.438              0.333             10.884             54.858            198.324              0.197             30.375              0.258              2.782            422.486              6.795   
        4588.000            695.000              0.936              0.138              0.450             15.092             82.869             66.720              0.031             37.995              0.792              3.860             49.764              6.796   
        4589.000            695.000              0.761              0.148              0.232             15.412             76.901            177.086              0.208             26.354              0.094              3.402           -568.231              6.800   
        4590.000            695.000              0.838              0.497              0.904             12.329             76.403            150.969              0.015             36.978              0.216              3.644             24.848              6.801   
        4591.000            695.000              0.239              0.296              0.799             29.540             95.704             53.247              0.037              8.363              0.541              1.196            252.051              6.803   
        4592.000            695.000              0.448              0.385              0.588              9.199             75.537            118.932              0.101             35.319              0.369              2.540            205.696              6.805   
        4593.000            695.000              0.468              0.033              0.942              6.029             74.402             66.852              0.278             27.213              0.596              5.241             80.853              6.805   
        4594.000            695.000              0.421              0.133              0.388             11.988             92.920             93.121              0.213             43.398              0.625              5.801            489.204              6.806   
        4595.000            695.000              0.627              0.274              0.534             18.519             52.402            126.867              0.266             34.049              0.348              5.807          -1226.765              6.807   
        4596.000            695.000              0.462              0.187              0.281             22.767             84.168            154.079              0.064             14.451              0.571              5.073            570.804              6.808   
        4597.000            695.000              0.479              0.469              0.352              6.246             77.278            128.150              0.191             31.604              0.673              3.937            506.196              6.811   
        4598.000            695.000              0.588              0.407              0.569             26.438             87.666             57.333              0.272              1.837              0.987              3.004            113.865              6.812   
        4599.000            695.000              0.528              0.234              0.014             16.783             87.793            196.888              0.152             39.735              0.754              4.212            392.656              6.814   
        4600.000            695.000              0.452              0.285              0.976             26.051             54.093            159.040              0.287             44.324              0.259              2.350            153.146              6.820   
        4601.000            694.000              0.627              0.264              0.829             25.950             91.786            193.132              0.012             24.202              0.249              4.368              2.938              6.823   
        4602.000            694.000              0.550              0.106              0.218             25.230             71.660            183.809              0.133             26.511              0.756              5.802            157.273              6.827   
        4603.000            694.000              0.241              0.063              0.016             26.893             60.673            109.363              0.025             25.029              0.321              5.409          -3214.128              6.827   
        4604.000            694.000              0.646              0.165              0.647             18.335             87.596             65.620              0.148              5.265              0.330              4.531           -569.910              6.829   
        4605.000            694.000              0.543              0.210              0.699              7.189             59.240             64.834              0.075             15.271              0.685              4.336            543.838              6.830   
        4606.000            694.000              0.319              0.377              0.044             22.096             72.575            182.418              0.228             44.294              0.937              1.472            -27.299              6.832   
        4607.000            694.000              0.958              0.110              0.333             11.232             91.414            139.456              0.070             24.770              0.859              4.684           -163.849              6.833   
        4608.000            694.000              0.730              0.098              0.204             22.945             98.388             61.703              0.040             26.117              0.220              1.332           -296.815              6.834   
        4609.000            694.000              0.475              0.002              0.223             21.590             72.494            141.948              0.181             34.876              0.308              4.165             -0.178              6.834   
        4610.000            694.000              0.227              0.313              0.308             14.621             93.052             95.728              0.136              3.075              0.092              2.573           -183.373              6.835   
        4611.000            694.000              0.857              0.167              0.187             28.022             97.976            126.200              0.114             38.834              0.414              5.807           -251.718              6.836   
        4612.000            694.000              0.533              0.293              0.247             12.017             73.810            148.859              0.112             40.433              0.545              5.034            563.332              6.838   
        4613.000            694.000              0.855              0.151              0.689             29.417             96.591             51.507              0.048             23.415              0.353              2.384           -307.901              6.838   
        4614.000            694.000              0.907              0.262              0.125             27.914             99.547            185.518              0.134             31.499              0.410              3.791            180.689              6.839   
        4615.000            694.000              0.497              0.498              0.702             17.000             58.661            128.343              0.157             40.121              0.239              5.324            454.848              6.839   
        4616.000            693.000              0.873              0.374              0.970             19.379             56.112             88.874              0.082             44.067              0.270              1.871           -294.757              6.840   
        4617.000            693.000              0.648              0.408              0.621             27.048             56.890            185.836              0.176             12.059              0.547              1.869            330.691              6.841   
        4618.000            693.000              0.744              0.316              0.038              6.651             67.866            165.220              0.257             24.501              0.807              1.542           -342.952              6.842   
        4619.000            693.000              0.115              0.339              0.483             21.370             55.158            115.516              0.029             47.861              0.549              5.434          -2373.159              6.843   
        4620.000            693.000              0.475              0.359              0.937             15.765             78.722            107.102              0.037             19.168              0.143              4.573            119.317              6.844   
        4621.000            693.000              0.338              0.349              0.031              6.617             69.954            139.918              0.105             22.795              0.184              5.084            184.373              6.846   
        4622.000            693.000              0.524              0.026              0.483             13.311             94.185            183.199              0.057             18.884              0.116              2.028           -237.707              6.846   
        4623.000            693.000              0.826              0.034              0.536              7.252             97.561            138.878              0.065              9.370              0.077              4.382             -8.668              6.847   
        4624.000            693.000              0.067              0.421              0.601             13.028             71.657            126.339              0.255             29.441              0.912              1.370             95.532              6.847   
        4625.000            693.000              0.411              0.109              0.130             14.500             69.721            165.731              0.297             11.542              0.268              1.054           -114.617              6.848   
        4626.000            693.000              0.570              0.166              0.066             27.191             88.505             98.388              0.011             47.573              0.263              3.576            329.626              6.849   
        4627.000            693.000              0.205              0.382              0.288             10.552             99.403             86.547              0.230             23.719              0.813              1.357            446.150              6.850   
        4628.000            693.000              0.631              0.299              0.662             11.329             69.680            174.445              0.106              9.714              0.410              2.292            412.954              6.851   
        4629.000            693.000              0.408              0.059              0.145             27.233             60.368            108.871              0.291             34.716              0.341              4.652             93.766              6.854   
        4630.000            693.000              0.329              0.159              0.345             14.586             86.106            130.873              0.147             48.459              0.119              5.168           -118.965              6.856   
        4631.000            692.000              0.532              0.102              0.366             26.863             64.230            145.573              0.270             31.775              0.330              5.858           -573.901              6.857   
        4632.000            692.000              0.360              0.103              0.871             17.387             99.724            130.064              0.247              6.391              0.407              1.217            201.419              6.858   
        4633.000            692.000              0.515              0.225              0.820             11.180             90.666             56.629              0.111              7.003              0.722              4.997            497.506              6.858   
        4634.000            692.000              0.385              0.348              0.644             12.900             61.985            160.768              0.056             36.373              0.065              5.570           -368.295              6.860   
        4635.000            692.000              0.959              0.243              0.167             11.093             93.179             53.992              0.051             21.921              0.479              3.068            193.527              6.862   
        4636.000            692.000              0.878              0.436              0.567             19.639             59.937            165.076              0.059             10.397              0.395              5.743            496.937              6.862   
        4637.000            692.000              0.280              0.243              0.884             24.699             67.923            165.798              0.085             38.307              0.100              2.583          -1699.773              6.864   
        4638.000            692.000              0.665              0.307              0.771             12.386             85.464            110.009              0.121             30.787              0.731              2.254            332.244              6.864   
        4639.000            692.000              0.311              0.055              0.781             21.548             79.475            187.461              0.296             21.942              0.721              4.736            590.638              6.865   
        4640.000            692.000              0.223              0.475              0.287              9.515             93.162             98.954              0.251             45.119              0.341              1.585            -75.215              6.870   
        4641.000            692.000              0.536              0.148              0.067             16.040             77.438             62.024              0.266             48.031              0.337              2.742            -16.916              6.871   
        4642.000            692.000              0.422              0.386              0.749             19.770             52.592            198.662              0.240             47.893              0.954              4.226            579.646              6.872   
        4643.000            692.000              0.428              0.355              0.175              7.292             54.853            150.963              0.214             45.321              0.977              4.817            624.119              6.873   
        4644.000            692.000              0.629              0.143              0.554             25.135             79.547             70.482              0.063              4.462              0.018              1.863            219.184              6.873   
        4645.000            692.000              0.410              0.278              0.192             10.989             95.028            106.006              0.084             47.595              0.691              4.885            626.196              6.874   
        4646.000            691.000              0.341              0.092              0.788              7.924             77.165            118.368              0.171             11.916              0.656              2.584            373.570              6.874   
        4647.000            691.000              0.241              0.431              0.056              8.337             91.982            127.359              0.274             42.603              0.659              5.857            314.187              6.876   
        4648.000            691.000              0.616              0.441              0.969             29.031             85.990             86.488              0.063             28.922              0.248              5.211            486.977              6.878   
        4649.000            691.000              0.641              0.138              0.012             20.055             61.523            176.479              0.100             15.362              0.780              3.719             59.457              6.879   
        4650.000            691.000              0.470              0.327              0.062             12.383             74.128            146.695              0.244             37.406              0.173              5.356            552.855              6.880   
        4651.000            691.000              0.711              0.221              0.611             19.179             88.313            160.230              0.015             31.402              0.650              5.091            540.397              6.882   
        4652.000            691.000              0.376              0.247              0.234             14.046             56.159             82.124              0.130             24.182              0.798              5.086            629.218              6.884   
        4653.000            691.000              0.353              0.045              0.509             29.430             93.740            161.635              0.040             28.034              0.905              3.800            634.090              6.886   
